repo_name,provider,trace_family,n_runtime_transcripts,n_resource_transcripts,n_execution_transcripts,n_other_runtime_transcripts,n_log_files,runtime_transcript_examples,other_transcript_examples
lying-style-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
person-space-mapping-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
proficiency-features-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
nat-induction-heads-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
predict-slop-ai-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
cross-comp-reps-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
scaling-laws-finetune-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
test-llm-impersonators-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
ai-undetectability-lb-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
mistake-vs-persona-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-keeping-secrets-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
higher-level-implicit-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
less-ai-sounding-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
evolving-forecasters-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
abstraction-vs-grounding-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
logit-lens-limits-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
careful-llm-words-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
alignment-watermark-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-one-pass-ordering-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
invertible-lm-output-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
nonlinear-diction-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
sounds-like-ai-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-pain-analysis-eb23-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-pain-analysis-694e-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-pain-analysis-89e0-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
factorio-social-ai-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
hidden-state-storage-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-priming-sidechan-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
multi-turn-regress-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
news-future-ai-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
finetuning-proof-datasets-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
false-memories-llm-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
covariance-belief-space-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
info-in-out-genai-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
steering-expanded-mlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
residual-stream-biject-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
all-words-phrases-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
phrase-arithmetic-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
quantify-llm-factors-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
coordination-ai-game-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-forget-better-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
token-direction-stream-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
non-pokemon-quality-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
aligned-models-exasperati-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
no-costume-theories-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
similarity-eclipsing-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
sim-sensory-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-consciousness-info-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
steering-vector-decay-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
noncomp-phrases-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
out-of-order-memoriz-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
steering-vectors-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-thankfulness-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
mlp-token-mapping-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-provocations-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
necessity-sufficiency-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
hard-to-describe-dir-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
dist-shift-curriculum-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
basis-vectors-persona-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
adversarial-ood-robustnes-73d8-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
adv-ood-robustness-6bad-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
adv-ood-robustness-3427-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
story-cot-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-coverage-efficiency-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
detecting-lies-nlp-3065-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
detecting-lies-nlp-777f-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
detecting-lies-nlp-c886-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
factoring-friendly-assist-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-tongue-twisters-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
self-critique-ai-writer-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
inctx-if-then-capacity-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
model-count-french-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
1p-rlhf-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
instruct-story-mix-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
map-of-vibe-space-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
keep-base-models-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
chain-of-thought-conv-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-pain-analysis-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
artificial-outsiders-nlp-9b1b-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
trace-impurities-ce-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
function-vectors-nlp-d7c3-claude,codex,runtime_transcript,2,1,1,0,9,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
function-vectors-nlp-2537-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
function-vectors-nlp-299e-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
math-distillation-d448-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
math-distillation-57a1-gemini,codex,runtime_transcript,4,2,2,0,8,logs/execution_codex_transcript.jsonl|logs/execution_gemini_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-bullying-analysis-9159-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-bullying-detection-e4d9-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-bullying-analysis-9ffe-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
math-distillation-c376-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
adversarial-tone-llm-2ab2-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
null-robustness-mapping-8bf6-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
phase-transitions-llm-5d8c-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
adversarial-battery-4ef6-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
math-align-invariant-9640-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
compositional-directions-17d5-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
compositional-directions-fe75-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
compositional-directions-cf35-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
underrated-metric-nlp-0ca5-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
underrated-metric-nlp-f82f-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
underrated-metric-nlp-51aa-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
reasoning-trace-robustnes-318e-codex,codex,runtime_transcript,4,2,2,0,8,logs/execution_claude_transcript.jsonl|logs/execution_codex_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
reasoning-trace-robustnes-dd20-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
reasoning-trace-robustnes-6b65-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
sycophancy-lang-resources-6bb3-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
monotonicity-bias-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
cond-steering-vectors-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
context-heavy-personas-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
adv-prompts-firewalls-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
compositional-directions-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-text-limitations-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
anchoring-bias-lookback-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
small-gradients-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-similar-sounds-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-offense-analysis-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
artificial-outsiders-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
leading-personas-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
underrated-novelty-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-complex-patterns-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
sweaty-liars-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
find-vars-nlp-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
arch-specific-data-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-intrusive-thoughts-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
direction-conflation-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-text-limitations-33a4-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-text-limitations-fe0a-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
text-llm-limitations-7bc7-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
generalization-refusal-f96b-codex,codex,runtime_transcript,4,2,2,0,8,logs/execution_codex_transcript.jsonl|logs/execution_gemini_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
generalization-refusal-f437-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
sycophancy-lang-resources-d777-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
sycophancy-lang-resources-0311-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
generalize-refusal-76f7-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
sycophancy-lang-resources-f4fb-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
math-distillation-v2-0a91-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
math-distillation-v2-7cd5,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
interp-incongruent-48af-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
interp-incongruent-79b3-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
interp-incongruent-3e42-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
diluted-steganography-b649-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
diluted-steganography-9471-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
diluted-steganography-nlp-9907-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
induction-head-leakage-36ef-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
induction-head-leakage-9a37-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
induction-head-leakage-8afa-codex,codex,runtime_transcript,2,1,1,0,8,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
robustness-vs-artifacts-21e9-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
hidden-misalignment-llm-6ab7-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
stat-meta-robustness-948b-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
adv-robust-battery-sim-9bd0-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
misalignment-thresholds-151f-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
mlp-hidden-state-b821-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
layernorm-concept-assoc-dbdc-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-recommender-efficacy-84bb-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
mlp-hidden-state-1a8c-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
mlp-hidden-state-2c11-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-standard-knowledge-e336-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-standard-knowledge-9f5d-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
agents-avoid-collapse-4c30-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-standard-knowledge-c8f8-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
agents-avoid-collapse-6c08-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
agents-avoid-collapse-2361-claude,codex,runtime_transcript,1,1,0,0,11,logs/resource_finder_claude_transcript.jsonl,
reverse-engineer-null-6299-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
science-of-sycophancy-ee2b-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
theory-of-simulation-1d19-claude,codex,runtime_transcript,2,1,1,0,470,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
simulation-theory-ai-54bc-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-recommendation-impact-2d38-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
layernorm-concept-assoc-8ff1-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
layernorm-concept-assoc-65c1-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
align-failures-taxonomy-db56-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llms-recommendation-ef-d7dc-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
theory-of-simulation-6163-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
hashmap-attention-5994-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
theory-of-simulation-ed89-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
gatekeeping-signaling-f85b-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
talkie-generalization-ff5d-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
talkie-generalization-8356-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
llm-judgment-impact-7e69-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
align-failure-taxonomy-d26d-codex,codex,runtime_transcript,2,1,1,0,6,logs/execution_codex_transcript.jsonl|logs/resource_finder_codex_transcript.jsonl,
llm-judgment-effect-fa08-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
align-failures-taxonomy-344e-gemini,codex,runtime_transcript,2,1,1,0,6,logs/execution_gemini_transcript.jsonl|logs/resource_finder_gemini_transcript.jsonl,
talkie-generalization-e993-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
llm-judgment-impact-9fb4-claude,codex,runtime_transcript,2,1,1,0,6,logs/execution_claude_transcript.jsonl|logs/resource_finder_claude_transcript.jsonl,
