repo_name,repo_status,mode,confidence,provider,n_files,has_pipeline_state,has_standard_logs,has_autoresearch,has_hitl,has_hitl_launch,evidence
no-costume-theories-claude,executed,standard,medium,codex,229,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
pca-hidden-states-nlp-claude,initialized_only,unknown,low,claude,3,False,False,False,False,False,insufficient runtime evidence
similarity-eclipsing-claude,executed,standard,medium,codex,324,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sim-sensory-nlp-claude,executed,standard,medium,codex,204,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-consciousness-info-claude,executed,standard,medium,codex,188,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
steering-vector-decay-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
noncomp-phrases-nlp-claude,executed,standard,medium,codex,183,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
out-of-order-memoriz-claude,executed,standard,medium,codex,250,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
steering-vectors-nlp-claude,executed,standard,medium,codex,347,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-thankfulness-claude,executed,standard,medium,codex,306,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
mlp-token-mapping-claude,executed,standard,medium,codex,240,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-provocations-claude,executed,standard,medium,codex,543,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
necessity-sufficiency-claude,executed,standard,medium,codex,299,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
hard-to-describe-dir-claude,executed,standard,medium,codex,196,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
dist-shift-curriculum-claude,executed,standard,medium,codex,256,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
basis-vectors-persona-claude,executed,standard,medium,codex,318,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adversarial-ood-robustnes-73d8-claude,executed,standard,medium,codex,205,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adv-ood-robustness-6bad-codex,executed,standard,medium,codex,273,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adv-ood-robustness-3427-gemini,executed,standard,medium,codex,166,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
story-cot-nlp-claude,executed,standard,medium,codex,227,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-coverage-efficiency-claude,executed,standard,medium,codex,376,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
detecting-lies-nlp-3065-codex,executed,standard,medium,codex,257,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
detecting-lies-nlp-777f-gemini,executed,standard,medium,codex,232,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
detecting-lies-nlp-c886-claude,executed,standard,medium,codex,7757,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
factoring-friendly-assist-claude,executed,standard,medium,codex,248,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-tongue-twisters-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
self-critique-ai-writer-claude,executed,standard,medium,codex,228,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
multi-persona-exag-claude,initialized_only,unknown,low,claude,3,False,False,False,False,False,insufficient runtime evidence
inctx-if-then-capacity-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
model-count-french-claude,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
1p-rlhf-claude,executed,standard,medium,codex,238,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
instruct-story-mix-claude,executed,standard,medium,codex,310,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
map-of-vibe-space-claude,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
keep-base-models-claude,executed,standard,medium,codex,244,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
chain-of-thought-conv-claude,executed,standard,medium,codex,4155,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-pain-analysis-claude,executed,standard,medium,codex,335,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
artificial-outsiders-nlp-9b1b-claude,executed,standard,medium,codex,600,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-distillation-challenge-claude,empty,unknown,low,unknown,0,False,False,False,False,False,no valid HEAD
trace-impurities-ce-claude,executed,standard,medium,codex,238,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
function-vectors-nlp-d7c3-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
function-vectors-nlp-2537-codex,executed,standard,medium,codex,317,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
function-vectors-nlp-299e-gemini,executed,standard,medium,codex,153,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-distillation-d448-claude,executed,standard,medium,codex,179,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-distillation-57a1-gemini,executed,standard,medium,codex,287,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-bullying-analysis-9159-claude,executed,standard,medium,codex,225,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-bullying-detection-e4d9-codex,executed,standard,medium,codex,217,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-bullying-analysis-9ffe-gemini,executed,standard,medium,codex,156,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-distillation-c376-codex,executed,standard,medium,codex,192,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adversarial-tone-llm-2ab2-claude,executed,standard,medium,codex,189,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
null-robustness-mapping-8bf6-claude,executed,standard,medium,codex,288,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
phase-transitions-llm-5d8c-claude,executed,standard,medium,codex,246,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adversarial-battery-4ef6-claude,executed,standard,medium,codex,260,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-align-invariant-9640-claude,executed,standard,medium,codex,221,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
compositional-directions-17d5-claude,executed,standard,medium,codex,335,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
compositional-directions-fe75-codex,executed,standard,medium,codex,272,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
compositional-directions-cf35-gemini,executed,standard,medium,codex,670,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
underrated-metric-nlp-0ca5-claude,executed,standard,medium,codex,204,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
underrated-metric-nlp-f82f-codex,executed,standard,medium,codex,183,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
underrated-metric-nlp-51aa-gemini,executed,standard,medium,codex,185,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
reasoning-trace-robustnes-318e-codex,executed,standard,medium,codex,333,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
reasoning-trace-robustnes-dd20-gemini,executed,standard,medium,codex,186,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
reasoning-trace-robustnes-6b65-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sycophancy-lang-resources-6bb3-claude,executed,standard,medium,codex,237,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
monotonicity-bias-nlp-claude,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
cond-steering-vectors-claude,executed,standard,medium,codex,288,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
context-heavy-personas-claude,executed,standard,medium,codex,221,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adv-prompts-firewalls-claude,executed,standard,medium,codex,240,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
compositional-directions-claude,executed,standard,medium,codex,308,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-text-limitations-claude,executed,standard,medium,codex,240,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
anchoring-bias-lookback-claude,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
small-gradients-nlp-claude,executed,standard,medium,codex,283,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-similar-sounds-claude,executed,standard,medium,codex,182,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-offense-analysis-claude,executed,standard,medium,codex,305,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
artificial-outsiders-nlp-claude,executed,standard,medium,codex,264,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
leading-personas-nlp-claude,executed,standard,medium,codex,270,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
underrated-novelty-nlp-claude,executed,standard,medium,codex,215,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-complex-patterns-claude,executed,standard,medium,codex,300,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sweaty-liars-nlp-claude,executed,standard,medium,codex,261,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
find-vars-nlp-claude,executed,standard,medium,codex,659,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
arch-specific-data-claude,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-intrusive-thoughts-claude,executed,standard,medium,codex,318,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
direction-conflation-claude,executed,standard,medium,codex,337,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-text-limitations-33a4-claude,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-text-limitations-fe0a-codex,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
text-llm-limitations-7bc7-gemini,executed,standard,medium,codex,156,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
generalization-refusal-f96b-codex,executed,standard,medium,codex,303,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
generalization-refusal-f437-claude,executed,standard,medium,codex,304,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sycophancy-lang-resources-d777-codex,executed,standard,medium,codex,4616,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sycophancy-lang-resources-0311-claude,executed,standard,medium,codex,9009,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
generalize-refusal-76f7-gemini,executed,standard,medium,codex,210,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sycophancy-lang-resources-f4fb-gemini,executed,standard,medium,codex,223,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-distillation-v2-0a91-claude,executed,standard,medium,codex,159,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
math-distillation-v2-7cd5,executed,standard,medium,codex,183,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
interp-incongruent-48af-claude,executed,standard,medium,codex,255,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
interp-incongruent-79b3-codex,executed,standard,medium,codex,193,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
interp-incongruent-3e42-gemini,executed,standard,medium,codex,253,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
diluted-steganography-b649-gemini,executed,standard,medium,codex,172,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
diluted-steganography-9471-claude,executed,standard,medium,codex,211,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
diluted-steganography-nlp-9907-codex,executed,standard,medium,codex,214,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
induction-head-leakage-36ef-gemini,executed,standard,medium,codex,189,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
induction-head-leakage-9a37-claude,executed,standard,medium,codex,259,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
induction-head-leakage-8afa-codex,executed,standard,medium,codex,293,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
robustness-vs-artifacts-21e9-claude,executed,standard,medium,codex,294,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
hidden-misalignment-llm-6ab7-claude,executed,standard,medium,codex,320,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
stat-meta-robustness-948b-claude,executed,standard,medium,codex,263,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
adv-robust-battery-sim-9bd0-claude,executed,standard,medium,codex,279,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
misalignment-thresholds-151f-claude,executed,standard,medium,codex,215,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
mlp-hidden-state-b821-claude,executed,standard,medium,codex,441,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
layernorm-concept-assoc-dbdc-claude,executed,standard,medium,codex,361,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-recommender-efficacy-84bb-claude,executed,standard,medium,codex,230,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
mlp-hidden-state-1a8c-codex,executed,standard,medium,codex,283,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
mlp-hidden-state-2c11-gemini,executed,standard,medium,codex,215,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-standard-knowledge-e336-gemini,executed,standard,medium,codex,207,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-standard-knowledge-9f5d-codex,executed,standard,medium,codex,269,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
agents-avoid-collapse-4c30-gemini,executed,standard,medium,codex,162,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-standard-knowledge-c8f8-claude,executed,standard,medium,codex,255,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
agents-avoid-collapse-6c08-codex,executed,standard,medium,codex,211,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
agents-avoid-collapse-2361-claude,executed,standard,medium,codex,358,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
reverse-engineer-null-6299-claude,executed,standard,medium,codex,203,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
science-of-sycophancy-ee2b-claude,executed,standard,medium,codex,6364,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
theory-of-simulation-1d19-claude,executed,standard,medium,codex,849,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
simulation-theory-ai-54bc-gemini,executed,standard,medium,codex,176,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-recommendation-impact-2d38-gemini,executed,standard,medium,codex,186,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
layernorm-concept-assoc-8ff1-gemini,executed,standard,medium,codex,157,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
layernorm-concept-assoc-65c1-codex,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
align-failures-taxonomy-db56-claude,executed,standard,medium,codex,692,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llms-recommendation-ef-d7dc-codex,executed,standard,medium,codex,202,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
theory-of-simulation-6163-codex,executed,standard,medium,codex,916,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
hashmap-attention-5994-claude,executed,standard,medium,codex,29796,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
theory-of-simulation-ed89-claude,executed,standard,medium,codex,303,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
gatekeeping-signaling-f85b-claude,executed,standard,medium,codex,323,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
talkie-generalization-ff5d-codex,executed,standard,medium,codex,234,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
talkie-generalization-8356-gemini,executed,standard,medium,codex,167,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-judgment-impact-7e69-codex,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
align-failure-taxonomy-d26d-codex,executed,autoresearch,high,codex,596,True,True,True,False,False,AutoResearch runtime artifacts
llm-judgment-effect-fa08-gemini,executed,standard,medium,codex,193,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
align-failures-taxonomy-344e-gemini,executed,autoresearch,high,codex,194,True,True,True,False,False,AutoResearch runtime artifacts
talkie-generalization-e993-claude,executed,standard,medium,codex,397,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-judgment-impact-9fb4-claude,executed,standard,medium,codex,4196,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
distinct-persona-ai-b685-gemini,executed,standard,medium,codex,261,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-loopholes-research-1dc8-gemini,executed,standard,medium,codex,196,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
distinct-persona-ai-5094-codex,executed,standard,medium,codex,806,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-loopholes-research-9e63-codex,executed,standard,medium,codex,224,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-persona-dislike-e5f8-gemini,executed,standard,medium,codex,180,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-loopholes-research-570f-claude,executed,standard,medium,codex,3266,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
distinct-persona-ai-12e6-claude,executed,standard,medium,codex,3497,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-persona-dislike-c0d6-codex,executed,standard,medium,codex,448,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-persona-dislike-1529-claude,executed,unknown,low,codex,3431,True,False,False,False,False,insufficient runtime evidence
novel-bio-mechanisms-c075-claude,executed,standard,medium,codex,250,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-death-thoughts-cdac-gemini,executed,standard,medium,codex,187,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-reading-modes-30aa-gemini,executed,standard,medium,codex,223,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-forecasting-cd55-claude,executed,standard,medium,codex,256,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-death-thoughts-b7a5-claude,executed,standard,medium,codex,311,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-reading-modes-c01e-claude,executed,standard,medium,codex,205,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-forecasting-ea39-gemini,executed,standard,medium,codex,197,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-death-thoughts-89b7-codex,executed,standard,medium,codex,196,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-reading-modes-af09-codex,executed,standard,medium,codex,806,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-forecasting-3be2-codex,executed,standard,medium,codex,333,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
hilbert-nullstellensatz-d241-codex,executed,standard,medium,codex,485,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
jacobson-commutativity-3-36c0-codex,executed,standard,medium,codex,168,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
novel-bio-mechanisms-a08e-gemini,executed,standard,medium,codex,153,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-vs-human-loopholes-0ca7-gemini,executed,standard,medium,codex,165,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
novel-geom-addressing-c44b-claude,executed,standard,medium,codex,1899,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
novel-bio-mechanisms-002c-claude,executed,standard,medium,codex,223,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-vs-human-loopholes-e858-claude,executed,standard,medium,codex,4348,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
novel-geom-addressing-028d-gemini,executed,standard,medium,codex,200,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
novel-bio-mechanisms-594c-codex,executed,standard,medium,codex,250,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-vs-human-loopholes-028c-codex,executed,standard,medium,codex,241,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
novel-geom-addressing-506d-codex,executed,standard,medium,codex,252,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
ai-driven-invention-03d7-gemini,executed,standard,medium,codex,196,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
narrative-space-llm-3519-gemini,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
base-vs-instruct-models-d95a-claude,executed,standard,medium,codex,232,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
ai-driven-invention-4088-claude,executed,standard,medium,codex,199,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
ai-driven-invention-9655-codex,executed,standard,medium,codex,266,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
base-vs-instruct-models-d3a1-gemini,executed,standard,medium,codex,234,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
narrative-space-llm-8f63-claude,executed,standard,medium,codex,1418,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
narrative-space-llm-65e5-codex,executed,standard,medium,codex,236,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
base-vs-instruct-models-9ebe-codex,executed,standard,medium,codex,243,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-sleep-mechanism-d0a6-claude,executed,standard,medium,codex,179,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sampling-nn-1a8c-claude,executed,standard,medium,codex,448,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
error-extrapolation-1820-claude,executed,standard,medium,codex,188,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
error-extrapolation-d0c9-gemini,executed,standard,medium,codex,211,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
sampling-nn-0688-gemini,executed,standard,medium,codex,197,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
llm-sleep-mechanism-18a0-codex,executed,standard,medium,codex,294,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts
