repo_name,repo_status,provider,run_created_at,repo_created_at,capability_era,temporal_source,has_pipeline_state,has_pipeline_results,has_autoresearch_runtime,has_hitl_runtime,mode,confidence,mode_source,autoresearch_examples,hitl_examples
transformer-int-intervals-claude,executed,codex,2026-03-20T02:03:35.047941,2026-03-20T02:03:30Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
specialized-copying-claude,executed,codex,2026-03-20T14:52:21.155392,2026-03-20T14:52:16Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
counter-example-machine-claude,executed,codex,2026-03-20T14:52:22.959655,2026-03-20T14:52:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
partial-isomorphisms-claude,executed,codex,2026-03-20T15:58:12.672465,2026-03-20T15:58:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-zero-shot-entropy-claude,executed,codex,2026-03-20T17:17:08.925966,2026-03-20T17:17:04Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
finetune-saturation-claude,executed,codex,2026-03-20T17:19:58.362544,2026-03-20T17:19:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
where-is-rhyming-claude,executed,codex,2026-03-20T18:05:22.879854,2026-03-20T18:05:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
many-shot-residual-geom-claude,executed,codex,2026-03-20T19:11:43.254584,2026-03-20T19:11:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
granular-deletes-nlp-claude,executed,codex,2026-03-20T19:38:58.315689,2026-03-20T19:38:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-bullying-analysis-claude,executed,codex,2026-03-20T20:07:47.396552,2026-03-20T20:07:43Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
lying-style-nlp-claude,executed,codex,2026-03-20T20:15:51.159700,2026-03-20T20:15:46Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
person-space-mapping-claude,executed,codex,2026-03-20T21:19:21.794193,2026-03-20T21:19:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
proficiency-features-claude,executed,codex,2026-03-20T21:30:16.939844,2026-03-20T21:30:12Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
nat-induction-heads-claude,executed,codex,2026-03-20T23:32:16.114760,2026-03-20T23:32:12Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
predict-slop-ai-claude,executed,codex,2026-03-21T00:01:46.992483,2026-03-21T00:01:42Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
cross-comp-reps-claude,executed,codex,2026-03-21T00:26:17.090326,2026-03-21T00:26:12Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
scaling-laws-finetune-claude,executed,codex,2026-03-21T00:58:41.133958,2026-03-21T00:58:37Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
test-llm-impersonators-claude,executed,codex,2026-03-21T01:15:51.197685,2026-03-21T01:15:47Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
ai-undetectability-lb-claude,executed,codex,2026-03-21T02:09:39.622149,2026-03-21T02:09:35Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
mistake-vs-persona-claude,executed,codex,2026-03-21T03:45:58.250529,2026-03-21T03:45:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-keeping-secrets-claude,executed,codex,2026-03-21T04:02:36.930370,2026-03-21T04:02:32Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
higher-level-implicit-claude,executed,codex,2026-03-21T04:40:58.373401,2026-03-21T04:40:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
less-ai-sounding-claude,executed,codex,2026-03-21T05:33:02.871628,2026-03-21T05:32:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
evolving-forecasters-claude,executed,codex,2026-03-21T06:17:26.073817,2026-03-21T06:17:21Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
abstraction-vs-grounding-claude,executed,codex,2026-03-21T07:12:32.057879,2026-03-21T07:12:27Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
logit-lens-limits-claude,executed,codex,2026-03-21T09:13:20.395587,2026-03-21T09:13:11Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
careful-llm-words-claude,executed,codex,2026-03-23T15:14:05.590366,2026-03-21T09:13:46Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
alignment-watermark-claude,executed,codex,2026-03-21T10:08:29.246147,2026-03-21T10:08:25Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-one-pass-ordering-claude,executed,codex,2026-03-22T03:59:20.663986,2026-03-22T03:59:16Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
invertible-lm-output-claude,executed,codex,2026-03-22T04:37:12.412917,2026-03-22T04:37:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
nonlinear-diction-nlp-claude,executed,codex,2026-03-22T05:30:11.022435,2026-03-22T05:30:06Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sounds-like-ai-claude,executed,codex,2026-03-22T05:31:15.154094,2026-03-22T05:31:11Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-pain-analysis-eb23-claude,executed,codex,2026-03-22T06:24:58.709820,2026-03-22T06:24:53Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-pain-analysis-694e-codex,executed,codex,2026-03-22T06:25:16.192750,2026-03-22T06:25:11Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-pain-analysis-89e0-gemini,executed,codex,2026-03-22T06:25:19.439646,2026-03-22T06:25:15Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
factorio-social-ai-claude,executed,codex,2026-03-22T06:39:31.478722,2026-03-22T06:39:27Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
hidden-state-storage-claude,executed,codex,2026-03-22T07:05:29.930214,2026-03-22T07:05:25Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-priming-sidechan-claude,executed,codex,2026-03-22T07:37:45.723980,2026-03-22T07:37:41Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
multi-turn-regress-claude,executed,codex,2026-03-22T08:41:17.789614,2026-03-22T08:41:13Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
news-future-ai-claude,executed,codex,2026-03-22T09:55:33.611893,2026-03-22T09:55:29Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
finetuning-proof-datasets-claude,executed,codex,2026-03-22T10:06:36.871350,2026-03-22T10:06:32Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
false-memories-llm-claude,executed,codex,2026-03-22T10:34:08.436370,2026-03-22T10:34:00Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
covariance-belief-space-claude,executed,codex,2026-03-22T11:09:11.904238,2026-03-22T11:09:07Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
info-in-out-genai-claude,executed,codex,2026-03-22T11:42:08.590876,2026-03-22T11:42:04Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
steering-expanded-mlp-claude,executed,codex,2026-03-22T12:24:30.367329,2026-03-22T12:24:26Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
residual-stream-biject-claude,executed,codex,2026-03-22T12:35:11.231177,2026-03-22T12:35:07Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
all-words-phrases-nlp-claude,executed,codex,2026-03-22T13:08:02.240297,2026-03-22T13:07:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
phrase-arithmetic-nlp-claude,executed,codex,2026-03-22T13:47:53.385397,2026-03-22T13:47:49Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
quantify-llm-factors-claude,executed,codex,2026-03-22T14:37:43.466914,2026-03-22T14:37:39Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
coordination-ai-game-claude,executed,codex,2026-03-22T14:53:11.834304,2026-03-22T14:53:07Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-forget-better-claude,executed,codex,2026-03-22T15:54:11.629863,2026-03-22T15:54:07Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
token-direction-stream-claude,executed,codex,2026-03-22T17:15:21.467858,2026-03-22T17:15:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
non-pokemon-quality-nlp-claude,executed,codex,2026-03-22T18:10:37.348946,2026-03-22T18:10:33Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
aligned-models-exasperati-claude,executed,codex,2026-03-22T18:14:00.606489,2026-03-22T18:13:56Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
no-costume-theories-claude,executed,codex,2026-03-22T18:36:16.653599,2026-03-22T18:36:12Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
pca-hidden-states-nlp-claude,initialized_only,claude,,2026-03-22T19:24:10Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
similarity-eclipsing-claude,executed,codex,2026-03-22T19:42:36.913926,2026-03-22T19:42:32Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sim-sensory-nlp-claude,executed,codex,2026-03-22T20:35:58.090952,2026-03-22T20:35:53Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-consciousness-info-claude,executed,codex,2026-03-22T20:54:50.485514,2026-03-22T20:54:46Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
steering-vector-decay-claude,executed,codex,2026-03-22T21:42:13.209840,2026-03-22T21:42:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
noncomp-phrases-nlp-claude,executed,codex,2026-03-22T21:43:22.278693,2026-03-22T21:43:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
out-of-order-memoriz-claude,executed,codex,2026-03-22T22:34:28.852887,2026-03-22T22:34:24Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
steering-vectors-nlp-claude,executed,codex,2026-03-23T00:11:57.162584,2026-03-23T00:11:53Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-thankfulness-claude,executed,codex,2026-03-23T00:15:38.040278,2026-03-23T00:15:26Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
mlp-token-mapping-claude,executed,codex,2026-03-23T01:03:04.913048,2026-03-23T01:03:00Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-provocations-claude,executed,codex,2026-03-23T01:24:03.412113,2026-03-23T01:23:59Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
necessity-sufficiency-claude,executed,codex,2026-03-23T01:40:19.737456,2026-03-23T01:40:15Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
hard-to-describe-dir-claude,executed,codex,2026-03-23T02:15:08.439240,2026-03-23T02:15:04Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
dist-shift-curriculum-claude,executed,codex,2026-04-07T16:18:52.240340,2026-03-23T02:31:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
basis-vectors-persona-claude,executed,codex,2026-03-23T03:06:31.028940,2026-03-23T03:06:24Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adversarial-ood-robustnes-73d8-claude,executed,codex,2026-03-23T03:21:03.311950,2026-03-23T03:20:59Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adv-ood-robustness-6bad-codex,executed,codex,2026-03-23T03:21:05.775775,2026-03-23T03:21:01Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adv-ood-robustness-3427-gemini,executed,codex,2026-03-23T03:21:17.953907,2026-03-23T03:21:04Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
story-cot-nlp-claude,executed,codex,2026-03-23T03:59:12.824766,2026-03-23T03:59:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-coverage-efficiency-claude,executed,codex,2026-03-23T04:39:24.470179,2026-03-23T04:39:20Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
detecting-lies-nlp-3065-codex,executed,codex,2026-03-23T05:22:44.659925,2026-03-23T05:22:40Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
detecting-lies-nlp-777f-gemini,executed,codex,2026-03-23T05:22:46.256260,2026-03-23T05:22:41Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
detecting-lies-nlp-c886-claude,executed,codex,2026-03-23T05:59:14.131201,2026-03-23T05:59:09Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
factoring-friendly-assist-claude,executed,codex,2026-03-23T06:03:02.492457,2026-03-23T06:02:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-tongue-twisters-claude,executed,codex,2026-03-23T06:34:16.907765,2026-03-23T06:34:12Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
self-critique-ai-writer-claude,executed,codex,2026-03-23T08:08:38.362199,2026-03-23T08:08:34Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
multi-persona-exag-claude,initialized_only,claude,,2026-03-23T09:52:35Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
inctx-if-then-capacity-claude,executed,codex,2026-03-23T11:30:07.845445,2026-03-23T11:30:03Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
model-count-french-claude,executed,codex,2026-03-23T12:18:47.277789,2026-03-23T12:18:37Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
1p-rlhf-claude,executed,codex,2026-03-23T13:05:00.043454,2026-03-23T13:04:55Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
instruct-story-mix-claude,executed,codex,2026-03-23T15:23:51.258990,2026-03-23T15:23:46Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
map-of-vibe-space-claude,executed,codex,2026-03-23T16:48:49.532095,2026-03-23T16:48:45Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
keep-base-models-claude,executed,codex,2026-03-23T17:49:21.915003,2026-03-23T17:49:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
chain-of-thought-conv-claude,executed,codex,2026-03-23T22:56:42.943369,2026-03-23T22:56:38Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-pain-analysis-claude,executed,codex,2026-04-07T21:52:19.545662,2026-03-24T00:48:45Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
artificial-outsiders-nlp-9b1b-claude,executed,codex,2026-03-24T15:14:26.148415,2026-03-24T15:14:21Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-distillation-challenge-claude,empty,unknown,,2026-03-24T19:25:12Z,unknown,none,False,False,False,False,unknown,low,insufficient_runtime_evidence,,
trace-impurities-ce-claude,executed,codex,2026-03-24T17:59:51.301439,2026-03-24T22:59:44Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
function-vectors-nlp-d7c3-claude,executed,codex,2026-03-29T23:36:14.857020,2026-03-29T23:36:10Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
function-vectors-nlp-2537-codex,executed,codex,2026-03-29T23:39:08.647160,2026-03-29T23:39:04Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
function-vectors-nlp-299e-gemini,executed,codex,2026-03-29T23:39:09.408083,2026-03-29T23:39:05Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-distillation-d448-claude,executed,codex,2026-03-30T02:46:21.186730,2026-03-30T02:46:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-distillation-57a1-gemini,executed,codex,2026-03-30T02:46:30.059814,2026-03-30T02:46:25Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-bullying-analysis-9159-claude,executed,codex,2026-03-30T04:31:21.647380,2026-03-30T04:31:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-bullying-detection-e4d9-codex,executed,codex,2026-03-30T04:31:32.887451,2026-03-30T04:31:28Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-bullying-analysis-9ffe-gemini,executed,codex,2026-03-30T04:31:35.718181,2026-03-30T04:31:29Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-distillation-c376-codex,executed,codex,2026-03-30T08:01:14.811919,2026-03-30T08:01:10Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adversarial-tone-llm-2ab2-claude,executed,codex,2026-04-04T16:13:01.442937,2026-04-04T16:11:52Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
null-robustness-mapping-8bf6-claude,executed,codex,2026-04-04T16:38:17.674577,2026-04-04T16:37:08Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
phase-transitions-llm-5d8c-claude,executed,codex,2026-04-04T17:19:06.609846,2026-04-04T17:17:57Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adversarial-battery-4ef6-claude,executed,codex,2026-04-04T19:25:57.665578,2026-04-04T19:24:47Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
math-align-invariant-9640-claude,executed,codex,2026-04-04T20:00:03.317852,2026-04-04T19:58:54Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
compositional-directions-17d5-claude,executed,codex,2026-04-05T21:59:50.241664,2026-04-05T21:59:45Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
compositional-directions-fe75-codex,executed,codex,2026-04-05T22:06:01.012848,2026-04-05T22:05:56Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
compositional-directions-cf35-gemini,executed,codex,2026-04-06T00:23:56.788398,2026-04-06T00:23:52Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
underrated-metric-nlp-0ca5-claude,executed,codex,2026-04-06T00:36:21.232895,2026-04-06T00:36:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
underrated-metric-nlp-f82f-codex,executed,codex,2026-04-06T00:36:21.940740,2026-04-06T00:36:17Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
underrated-metric-nlp-51aa-gemini,executed,codex,2026-04-06T01:28:52.354561,2026-04-06T01:28:48Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
reasoning-trace-robustnes-318e-codex,executed,codex,2026-04-06T02:47:44.990123,2026-04-06T02:47:41Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
reasoning-trace-robustnes-dd20-gemini,executed,codex,2026-04-06T02:47:48.749284,2026-04-06T02:47:44Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
reasoning-trace-robustnes-6b65-claude,executed,codex,2026-04-06T07:07:03.300622,2026-04-06T07:06:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sycophancy-lang-resources-6bb3-claude,executed,codex,2026-04-07T01:18:36.735432,2026-04-07T01:18:32Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
monotonicity-bias-nlp-claude,executed,codex,2026-04-08T14:30:34.929308,2026-04-07T01:28:35Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
cond-steering-vectors-claude,executed,codex,2026-04-07T01:28:40.956725,2026-04-07T01:28:36Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
context-heavy-personas-claude,executed,codex,2026-04-07T02:26:02.665901,2026-04-07T02:25:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
adv-prompts-firewalls-claude,executed,codex,2026-04-07T03:23:25.379854,2026-04-07T03:23:21Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
compositional-directions-claude,executed,codex,2026-04-07T04:08:27.331153,2026-04-07T04:08:23Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-text-limitations-claude,executed,codex,2026-04-07T04:49:25.183742,2026-04-07T04:49:20Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
anchoring-bias-lookback-claude,executed,codex,2026-04-07T06:26:52.402476,2026-04-07T06:26:47Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
small-gradients-nlp-claude,executed,codex,2026-04-07T07:23:01.465522,2026-04-07T07:22:57Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-similar-sounds-claude,executed,codex,2026-04-07T09:28:27.579934,2026-04-07T09:28:23Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-offense-analysis-claude,executed,codex,2026-04-07T10:54:18.304002,2026-04-07T10:54:13Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
artificial-outsiders-nlp-claude,executed,codex,2026-04-07T12:00:20.217138,2026-04-07T12:00:15Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
leading-personas-nlp-claude,executed,codex,2026-04-07T12:57:36.321151,2026-04-07T12:57:31Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
underrated-novelty-nlp-claude,executed,codex,2026-04-07T15:32:35.724495,2026-04-07T15:32:30Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-complex-patterns-claude,executed,codex,2026-04-07T18:39:02.726352,2026-04-07T18:38:58Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sweaty-liars-nlp-claude,executed,codex,2026-04-07T19:16:56.834922,2026-04-07T19:16:52Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
find-vars-nlp-claude,executed,codex,2026-04-08T14:30:33.498826,2026-04-07T20:39:37Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
arch-specific-data-claude,executed,codex,2026-04-07T21:52:20.484800,2026-04-07T21:52:15Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-intrusive-thoughts-claude,executed,codex,2026-04-07T23:21:39.987789,2026-04-07T23:21:35Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
direction-conflation-claude,executed,codex,2026-04-08T15:08:02.490783,2026-04-08T15:07:57Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-text-limitations-33a4-claude,executed,codex,2026-04-12T22:33:47.733470,2026-04-12T22:33:43Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
llm-text-limitations-fe0a-codex,executed,codex,2026-04-12T22:36:38.850251,2026-04-12T22:36:34Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
text-llm-limitations-7bc7-gemini,executed,codex,2026-04-12T22:36:42.907229,2026-04-12T22:36:38Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
generalization-refusal-f96b-codex,executed,codex,2026-04-13T00:20:30.096336,2026-04-13T00:20:26Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
generalization-refusal-f437-claude,executed,codex,2026-04-13T00:24:22.742522,2026-04-13T00:24:18Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sycophancy-lang-resources-d777-codex,executed,codex,2026-04-13T04:50:09.981636,2026-04-13T04:50:05Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
sycophancy-lang-resources-0311-claude,executed,codex,2026-04-13T04:50:24.877521,2026-04-13T04:50:20Z,pre_autoresearch,run_created_at,True,True,False,False,standard,high,run_timestamp_pre_autoresearch,,
