repo_name,repo_status,mode,confidence,provider,n_files,has_pipeline_state,has_standard_logs,has_autoresearch,has_hitl,has_hitl_launch,evidence,repo_created_at,repo_pushed_at,capability_era,possible_modes_by_time,final_mode,final_confidence,mode_source
mechanistic-llm-failures-eb40-codex,executed,unknown,low,codex,214,False,True,False,False,False,insufficient runtime evidence,2026-03-02T00:52:24Z,2026-03-02T01:38:08Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
french-model-counting-ae53-claude,executed,unknown,low,codex,227,False,True,False,False,False,insufficient runtime evidence,2026-03-02T20:48:49Z,2026-03-02T21:46:37Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
non-pokemon-quality-8c18-claude,executed,unknown,low,codex,216,False,True,False,False,False,insufficient runtime evidence,2026-03-02T21:47:12Z,2026-03-02T22:45:57Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
steering-vector-decay-b58d-claude,unclassified_content,unknown,low,claude,3,False,False,False,False,False,insufficient runtime evidence,2026-03-02T22:46:25Z,2026-03-02T22:46:28Z,pre_autoresearch,standard,unknown,low,historical_constraint_only
model-count-french-96cb-claude,executed,unknown,low,codex,355,False,True,False,False,False,insufficient runtime evidence,2026-03-02T23:00:45Z,2026-03-03T00:06:10Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
non-pokemon-quality-nlp-ea69-claude,executed,unknown,low,codex,232,False,True,False,False,False,insufficient runtime evidence,2026-03-03T00:06:37Z,2026-03-03T01:15:55Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
steering-vector-decay-4272-claude,executed,unknown,low,codex,295,False,True,False,False,False,insufficient runtime evidence,2026-03-03T01:16:21Z,2026-03-03T02:59:59Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
residual-stream-biject-e825-claude,executed,unknown,low,codex,213,False,True,False,False,False,insufficient runtime evidence,2026-03-03T03:00:27Z,2026-03-03T03:43:37Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
noncomp-phrases-nlp-c335-claude,executed,unknown,low,codex,207,False,True,False,False,False,insufficient runtime evidence,2026-03-03T03:43:59Z,2026-03-03T04:56:38Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
self-critique-drift-6de2-claude,executed,standard,medium,codex,237,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-05T22:47:54Z,2026-03-06T05:57:57Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-fallacy-detection-4626-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-06T04:03:17Z,2026-03-06T05:30:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
architectural_diversity_in_mul_20260306_214906_8d1e21a6,executed,standard,medium,codex,195,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-06T21:49:08Z,2026-03-06T23:00:22Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
autonomous_multi_modal_ai_agen_20260306_222539_298f467e,executed,standard,medium,codex,179,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-06T22:25:41Z,2026-03-06T23:10:54Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
debate-proof-strategies-1084-claude,executed,standard,medium,codex,218,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-07T08:25:07Z,2026-03-07T08:56:59Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
emergent_robustness_to_adversa_20260307_082630_b330f08b,executed,standard,medium,codex,169,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-07T08:26:32Z,2026-03-07T09:00:19Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
mechanistic_interpretability_f_20260307_144014_42ccbc9d,executed,unknown,low,unknown,24,True,False,False,False,False,insufficient runtime evidence,2026-03-07T15:44:18Z,2026-03-07T15:44:20Z,pre_autoresearch,standard,standard,high,historical_pre_autoresearch
rainbow-conn-random-1698,executed,standard,medium,codex,149,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T02:40:41Z,2026-03-08T03:17:47Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
rainbow-conn-random-f967,executed,standard,medium,codex,142,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T04:08:37Z,2026-03-08T04:22:18Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
self-critique-drift-4703-claude,executed,standard,medium,codex,276,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T06:12:09Z,2026-03-08T07:43:39Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
self-critique-drift-e068-gemini,executed,standard,medium,codex,326,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T06:12:18Z,2026-03-08T07:16:49Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
attention-in-ai-d12f-claude,executed,standard,medium,codex,194,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T08:51:35Z,2026-03-08T09:28:35Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
attention-for-ai-bc53-codex,executed,standard,medium,codex,303,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T08:52:07Z,2026-03-08T09:24:03Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
attention-for-ai-f38a-gemini,executed,standard,medium,codex,197,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T21:26:08Z,2026-03-08T21:56:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
french-model-count-debc-claude,executed,standard,medium,codex,252,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T21:27:19Z,2026-03-08T22:07:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
french-model-counting-9f9d-codex,executed,standard,medium,codex,206,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-08T21:27:31Z,2026-03-08T22:12:05Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
model-count-french-94dd-gemini,executed,standard,medium,codex,205,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-09T00:21:48Z,2026-03-09T01:04:09Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-proof-verification-4ab2-claude,executed,standard,medium,codex,307,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-09T04:29:23Z,2026-03-09T05:10:28Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
temporal-credit-assign-42dd-claude,executed,standard,medium,codex,268,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-09T05:12:10Z,2026-03-09T07:47:45Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
self-critique-drift-687e-codex,executed,standard,medium,codex,198,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-09T18:39:52Z,2026-03-09T19:37:02Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
cognitive-semi-groups-b2bf-claude,executed,standard,medium,codex,243,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-09T22:21:16Z,2026-03-09T22:56:09Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
prompt-failure-prediction-0191-claude,executed,standard,medium,codex,283,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-09T22:57:38Z,2026-03-09T23:43:29Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
convergence-coherence-4256-claude,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-10T05:13:31Z,2026-03-10T05:54:16Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
adv-meta-llm-interpret-2f36-claude,executed,standard,medium,codex,294,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-10T07:49:38Z,2026-03-10T09:58:03Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
error-propagation-proof-4a91-claude,executed,standard,medium,codex,235,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-10T22:58:22Z,2026-03-11T00:02:17Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
multi-agent-cot-conv-11e2-claude,executed,standard,medium,codex,350,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-11T00:03:48Z,2026-03-11T02:14:52Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
geom-loss-landscapes-cdfb-claude,executed,standard,medium,codex,256,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-11T05:55:45Z,2026-03-11T07:32:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
emergent-alignment-llm-b11c-claude,executed,standard,medium,codex,256,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-11T10:00:07Z,2026-03-11T10:59:29Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
phase-transitions-6299-claude,executed,standard,medium,codex,238,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-12T02:55:22Z,2026-03-12T03:53:45Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
lying-style-nlp-0448-claude,executed,standard,medium,codex,228,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-15T20:46:35Z,2026-03-15T21:28:32Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
lying-style-nlp-9950-gemini,executed,standard,medium,codex,348,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-15T20:46:43Z,2026-03-15T21:19:07Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
lying-style-nlp-92c9-codex,executed,standard,medium,codex,203,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-15T22:19:57Z,2026-03-15T22:48:54Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
live-salmon-ai-test-19cc-claude,executed,standard,medium,codex,325,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-15T22:22:27Z,2026-03-15T23:09:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
live-salmon-ai-test-7d56-codex,executed,standard,medium,codex,283,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-15T22:56:35Z,2026-03-15T23:57:01Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
live-salmon-ai-test-4361-gemini,executed,standard,medium,codex,236,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-16T00:26:40Z,2026-03-16T00:57:39Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
incontext-if-then-2dae-claude,executed,standard,medium,codex,251,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-16T02:03:52Z,2026-03-16T03:20:09Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
incontext-if-then-31c6-codex,executed,standard,medium,codex,258,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-16T02:03:54Z,2026-03-16T02:46:42Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
inctx-if-then-capacity-6ce0-gemini,executed,standard,medium,codex,189,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-16T05:23:33Z,2026-03-16T05:59:48Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
chat-convergence-claude,executed,standard,medium,codex,249,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T02:03:27Z,2026-03-20T04:47:32Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
transformer-int-intervals-claude,executed,standard,medium,codex,237,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T02:03:30Z,2026-03-20T03:25:26Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
specialized-copying-claude,executed,standard,medium,codex,256,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T14:52:16Z,2026-03-20T15:41:06Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
counter-example-machine-claude,executed,standard,medium,codex,231,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T14:52:18Z,2026-03-20T15:57:46Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
partial-isomorphisms-claude,executed,standard,medium,codex,325,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T15:58:08Z,2026-03-20T17:19:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-zero-shot-entropy-claude,executed,standard,medium,codex,208,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T17:17:04Z,2026-03-20T18:04:41Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
finetune-saturation-claude,executed,standard,medium,codex,251,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T17:19:54Z,2026-03-20T19:38:24Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
where-is-rhyming-claude,executed,standard,medium,codex,230,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T18:05:18Z,2026-03-20T19:11:05Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
many-shot-residual-geom-claude,executed,standard,medium,codex,253,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T19:11:39Z,2026-03-20T20:07:10Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
granular-deletes-nlp-claude,executed,standard,medium,codex,258,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T19:38:54Z,2026-03-20T20:15:17Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-bullying-analysis-claude,executed,standard,medium,codex,232,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T20:07:43Z,2026-03-20T21:29:36Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
lying-style-nlp-claude,executed,standard,medium,codex,291,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T20:15:46Z,2026-03-20T21:18:40Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
person-space-mapping-claude,executed,standard,medium,codex,241,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T21:19:17Z,2026-03-20T23:31:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
proficiency-features-claude,executed,standard,medium,codex,243,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T21:30:12Z,2026-03-21T00:01:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
nat-induction-heads-claude,executed,standard,medium,codex,267,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-20T23:32:12Z,2026-03-21T00:25:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
predict-slop-ai-claude,executed,standard,medium,codex,241,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T00:01:42Z,2026-03-21T00:58:02Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
cross-comp-reps-claude,executed,standard,medium,codex,267,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T00:26:12Z,2026-03-21T01:15:11Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
scaling-laws-finetune-claude,executed,standard,medium,codex,320,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T00:58:37Z,2026-03-21T04:01:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
test-llm-impersonators-claude,executed,standard,medium,codex,284,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T01:15:47Z,2026-03-21T02:08:59Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
ai-undetectability-lb-claude,executed,standard,medium,codex,572,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T02:09:35Z,2026-03-21T03:43:34Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
mistake-vs-persona-claude,executed,standard,medium,codex,318,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T03:45:54Z,2026-03-21T04:40:12Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-keeping-secrets-claude,executed,standard,medium,codex,231,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T04:02:32Z,2026-03-21T04:56:27Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
higher-level-implicit-claude,executed,standard,medium,codex,199,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T04:40:54Z,2026-03-21T05:32:16Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
less-ai-sounding-claude,executed,standard,medium,codex,290,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T05:32:58Z,2026-03-21T07:11:26Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
evolving-forecasters-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T06:17:21Z,2026-03-21T07:28:25Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
abstraction-vs-grounding-claude,executed,standard,medium,codex,238,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T07:12:27Z,2026-03-21T09:13:01Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
logit-lens-limits-claude,executed,standard,medium,codex,269,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T09:13:11Z,2026-03-21T10:07:37Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
careful-llm-words-claude,executed,standard,medium,codex,205,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T09:13:46Z,2026-03-23T16:47:28Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
alignment-watermark-claude,executed,standard,medium,codex,479,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-21T10:08:25Z,2026-03-21T11:24:57Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-one-pass-ordering-claude,executed,standard,medium,codex,202,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T03:59:16Z,2026-03-22T04:36:22Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
invertible-lm-output-claude,executed,standard,medium,codex,307,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T04:37:08Z,2026-03-22T05:29:15Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
nonlinear-diction-nlp-claude,executed,standard,medium,codex,241,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T05:30:06Z,2026-03-22T07:04:29Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sounds-like-ai-claude,executed,standard,medium,codex,235,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T05:31:11Z,2026-03-22T06:38:12Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-pain-analysis-eb23-claude,executed,standard,medium,codex,273,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T06:24:53Z,2026-03-22T07:48:43Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-pain-analysis-694e-codex,executed,standard,medium,codex,216,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T06:25:11Z,2026-03-22T06:59:32Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-pain-analysis-89e0-gemini,executed,standard,medium,codex,195,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T06:25:15Z,2026-03-22T08:07:28Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
factorio-social-ai-claude,executed,standard,medium,codex,261,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T06:39:27Z,2026-03-22T07:36:45Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
hidden-state-storage-claude,executed,standard,medium,codex,204,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T07:05:25Z,2026-03-22T10:05:34Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-priming-sidechan-claude,executed,standard,medium,codex,218,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T07:37:41Z,2026-03-22T08:40:21Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
multi-turn-regress-claude,executed,standard,medium,codex,264,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T08:41:13Z,2026-03-22T09:53:53Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
news-future-ai-claude,executed,standard,medium,codex,467,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T09:55:29Z,2026-03-22T10:33:00Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
finetuning-proof-datasets-claude,executed,standard,medium,codex,245,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T10:06:32Z,2026-03-22T12:34:05Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
false-memories-llm-claude,executed,standard,medium,codex,939,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T10:34:00Z,2026-03-22T11:08:09Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
covariance-belief-space-claude,executed,standard,medium,codex,220,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T11:09:07Z,2026-03-22T11:41:06Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
info-in-out-genai-claude,executed,standard,medium,codex,226,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T11:42:04Z,2026-03-22T12:23:28Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
steering-expanded-mlp-claude,executed,standard,medium,codex,243,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T12:24:26Z,2026-03-22T13:06:43Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
residual-stream-biject-claude,executed,standard,medium,codex,209,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T12:35:07Z,2026-03-22T13:46:35Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
all-words-phrases-nlp-claude,executed,standard,medium,codex,179,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T13:07:58Z,2026-03-22T13:53:40Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
phrase-arithmetic-nlp-claude,executed,standard,medium,codex,248,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T13:47:49Z,2026-03-22T14:52:02Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
quantify-llm-factors-claude,executed,standard,medium,codex,359,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T14:37:39Z,2026-03-22T15:52:04Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
coordination-ai-game-claude,executed,standard,medium,codex,278,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T14:53:07Z,2026-03-22T18:08:58Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
llm-forget-better-claude,executed,standard,medium,codex,318,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T15:54:07Z,2026-03-22T17:14:05Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
token-direction-stream-claude,executed,standard,medium,codex,325,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T17:15:17Z,2026-03-22T18:12:45Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
non-pokemon-quality-nlp-claude,executed,standard,medium,codex,205,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T18:10:33Z,2026-03-22T18:34:54Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
aligned-models-exasperati-claude,executed,standard,medium,codex,224,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T18:13:56Z,2026-03-22T19:41:23Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
no-costume-theories-claude,executed,standard,medium,codex,229,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T18:36:12Z,2026-03-22T19:23:01Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
pca-hidden-states-nlp-claude,initialized_only,unknown,low,claude,3,False,False,False,False,False,insufficient runtime evidence,2026-03-22T19:24:10Z,2026-03-22T19:24:13Z,pre_autoresearch,standard,unknown,low,historical_constraint_only
similarity-eclipsing-claude,executed,standard,medium,codex,324,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T19:42:32Z,2026-03-22T20:32:54Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
sim-sensory-nlp-claude,executed,standard,medium,codex,204,True,True,False,False,False,ordinary NeuriCo pipeline and execution logs; no AutoResearch/HITL artifacts,2026-03-22T20:35:53Z,2026-03-22T21:40:07Z,pre_autoresearch,standard,standard,medium,runtime_standard_structure
