repo_name,repo_created_at,repo_pushed_at,has_pipeline_state,run_created_at,run_completed_at,pipeline_completed,pipeline_stages
llm-pain-analysis-694e-codex,2026-03-22T06:25:11Z,2026-03-22T06:59:32Z,True,2026-03-22T06:25:16.192750,2026-03-22T06:54:58.982365,True,resource_finder|experiment_runner
llm-pain-analysis-89e0-gemini,2026-03-22T06:25:15Z,2026-03-22T08:07:28Z,True,2026-03-22T06:25:19.439646,2026-03-22T08:03:34.483180,True,resource_finder|experiment_runner
factorio-social-ai-claude,2026-03-22T06:39:27Z,2026-03-22T07:36:45Z,True,2026-03-22T06:39:31.478722,2026-03-22T07:31:37.832773,True,resource_finder|experiment_runner
hidden-state-storage-claude,2026-03-22T07:05:25Z,2026-03-22T10:05:34Z,True,2026-03-22T07:05:29.930214,2026-03-22T10:00:30.151408,True,resource_finder|experiment_runner
llm-priming-sidechan-claude,2026-03-22T07:37:41Z,2026-03-22T08:40:21Z,True,2026-03-22T07:37:45.723980,2026-03-22T08:35:06.690876,True,resource_finder|experiment_runner
multi-turn-regress-claude,2026-03-22T08:41:13Z,2026-03-22T09:53:53Z,True,2026-03-22T08:41:17.789614,2026-03-22T09:47:20.474795,True,resource_finder|experiment_runner
news-future-ai-claude,2026-03-22T09:55:29Z,2026-03-22T10:33:00Z,True,2026-03-22T09:55:33.611893,2026-03-22T10:27:56.511509,True,resource_finder|experiment_runner
finetuning-proof-datasets-claude,2026-03-22T10:06:32Z,2026-03-22T12:34:05Z,True,2026-03-22T10:06:36.871350,2026-03-22T12:29:16.157508,True,resource_finder|experiment_runner
false-memories-llm-claude,2026-03-22T10:34:00Z,2026-03-22T11:08:09Z,True,2026-03-22T10:34:08.436370,2026-03-22T11:04:16.296138,True,resource_finder|experiment_runner
covariance-belief-space-claude,2026-03-22T11:09:07Z,2026-03-22T11:41:06Z,True,2026-03-22T11:09:11.904238,2026-03-22T11:36:02.266449,True,resource_finder|experiment_runner
info-in-out-genai-claude,2026-03-22T11:42:04Z,2026-03-22T12:23:28Z,True,2026-03-22T11:42:08.590876,2026-03-22T12:17:09.335750,True,resource_finder|experiment_runner
steering-expanded-mlp-claude,2026-03-22T12:24:26Z,2026-03-22T13:06:43Z,True,2026-03-22T12:24:30.367329,2026-03-22T13:00:40.425008,True,resource_finder|experiment_runner
residual-stream-biject-claude,2026-03-22T12:35:07Z,2026-03-22T13:46:35Z,True,2026-03-22T12:35:11.231177,2026-03-22T13:41:39.681748,True,resource_finder|experiment_runner
all-words-phrases-nlp-claude,2026-03-22T13:07:58Z,2026-03-22T13:53:40Z,True,2026-03-22T13:08:02.240297,2026-03-22T13:48:04.975909,True,resource_finder|experiment_runner
phrase-arithmetic-nlp-claude,2026-03-22T13:47:49Z,2026-03-22T14:52:02Z,True,2026-03-22T13:47:53.385397,2026-03-22T14:45:55.789182,True,resource_finder|experiment_runner
quantify-llm-factors-claude,2026-03-22T14:37:39Z,2026-03-22T15:52:04Z,True,2026-03-22T14:37:43.466914,2026-03-22T15:36:58.767490,True,resource_finder|experiment_runner
coordination-ai-game-claude,2026-03-22T14:53:07Z,2026-03-22T18:08:58Z,True,2026-03-22T14:53:11.834304,2026-03-22T18:03:41.774106,True,resource_finder|experiment_runner
llm-forget-better-claude,2026-03-22T15:54:07Z,2026-03-22T17:14:05Z,True,2026-03-22T15:54:11.629863,2026-03-22T17:09:23.376305,True,resource_finder|experiment_runner
token-direction-stream-claude,2026-03-22T17:15:17Z,2026-03-22T18:12:45Z,True,2026-03-22T17:15:21.467858,2026-03-22T18:06:44.401588,True,resource_finder|experiment_runner
non-pokemon-quality-nlp-claude,2026-03-22T18:10:33Z,2026-03-22T18:34:54Z,True,2026-03-22T18:10:37.348946,2026-03-22T18:30:42.942434,True,resource_finder|experiment_runner
aligned-models-exasperati-claude,2026-03-22T18:13:56Z,2026-03-22T19:41:23Z,True,2026-03-22T18:14:00.606489,2026-03-22T19:36:34.500871,True,resource_finder|experiment_runner
no-costume-theories-claude,2026-03-22T18:36:12Z,2026-03-22T19:23:01Z,True,2026-03-22T18:36:16.653599,2026-03-22T19:16:31.645136,True,resource_finder|experiment_runner
pca-hidden-states-nlp-claude,2026-03-22T19:24:10Z,2026-03-22T19:24:13Z,False,,,,
similarity-eclipsing-claude,2026-03-22T19:42:32Z,2026-03-22T20:32:54Z,True,2026-03-22T19:42:36.913926,2026-03-22T20:28:01.857426,True,resource_finder|experiment_runner
sim-sensory-nlp-claude,2026-03-22T20:35:53Z,2026-03-22T21:40:07Z,True,2026-03-22T20:35:58.090952,2026-03-22T21:33:07.024290,True,resource_finder|experiment_runner
llm-consciousness-info-claude,2026-03-22T20:54:46Z,2026-03-22T21:42:04Z,True,2026-03-22T20:54:50.485514,2026-03-22T21:37:09.493254,True,resource_finder|experiment_runner
steering-vector-decay-claude,2026-03-22T21:42:08Z,2026-03-22T23:11:30Z,True,2026-03-22T21:42:13.209840,2026-03-22T23:06:13.491754,True,resource_finder|experiment_runner
noncomp-phrases-nlp-claude,2026-03-22T21:43:18Z,2026-03-22T22:32:05Z,True,2026-03-22T21:43:22.278693,2026-03-22T22:27:33.187031,True,resource_finder|experiment_runner
out-of-order-memoriz-claude,2026-03-22T22:34:24Z,2026-03-23T00:10:37Z,True,2026-03-22T22:34:28.852887,2026-03-23T00:05:49.617763,True,resource_finder|experiment_runner
steering-vectors-nlp-claude,2026-03-23T00:11:53Z,2026-03-23T01:22:35Z,True,2026-03-23T00:11:57.162584,2026-03-23T01:17:24.044185,True,resource_finder|experiment_runner
llm-thankfulness-claude,2026-03-23T00:15:26Z,2026-03-23T01:01:32Z,True,2026-03-23T00:15:38.040278,2026-03-23T00:56:45.686771,True,resource_finder|experiment_runner
mlp-token-mapping-claude,2026-03-23T01:03:00Z,2026-03-23T01:38:54Z,True,2026-03-23T01:03:04.913048,2026-03-23T01:34:20.798124,True,resource_finder|experiment_runner
llm-provocations-claude,2026-03-23T01:23:59Z,2026-03-23T02:13:44Z,True,2026-03-23T01:24:03.412113,2026-03-23T02:08:43.727091,True,resource_finder|experiment_runner
necessity-sufficiency-claude,2026-03-23T01:40:15Z,2026-03-23T02:29:52Z,True,2026-03-23T01:40:19.737456,2026-03-23T02:25:18.476922,True,resource_finder|experiment_runner
hard-to-describe-dir-claude,2026-03-23T02:15:04Z,2026-03-23T03:04:58Z,True,2026-03-23T02:15:08.439240,2026-03-23T03:00:04.095870,True,resource_finder|experiment_runner
dist-shift-curriculum-claude,2026-03-23T02:31:17Z,2026-04-07T18:38:35Z,True,2026-04-07T16:18:52.240340,2026-04-07T18:32:09.630001,True,resource_finder|experiment_runner
basis-vectors-persona-claude,2026-03-23T03:06:24Z,2026-03-23T03:57:37Z,True,2026-03-23T03:06:31.028940,2026-03-23T03:52:38.201311,True,resource_finder|experiment_runner
adversarial-ood-robustnes-73d8-claude,2026-03-23T03:20:59Z,2026-03-23T05:55:18Z,True,2026-03-23T03:21:03.311950,2026-03-23T05:50:34.910203,True,resource_finder|experiment_runner
adv-ood-robustness-6bad-codex,2026-03-23T03:21:01Z,2026-03-23T04:04:15Z,True,2026-03-23T03:21:05.775775,2026-03-23T03:58:08.575556,True,resource_finder|experiment_runner
adv-ood-robustness-3427-gemini,2026-03-23T03:21:04Z,2026-03-23T05:05:59Z,True,2026-03-23T03:21:17.953907,2026-03-23T05:02:36.796496,True,resource_finder|experiment_runner
story-cot-nlp-claude,2026-03-23T03:59:08Z,2026-03-23T04:37:59Z,True,2026-03-23T03:59:12.824766,2026-03-23T04:31:42.630018,True,resource_finder|experiment_runner
llm-coverage-efficiency-claude,2026-03-23T04:39:20Z,2026-03-23T06:01:32Z,True,2026-03-23T04:39:24.470179,2026-03-23T05:57:11.840709,True,resource_finder|experiment_runner
detecting-lies-nlp-3065-codex,2026-03-23T05:22:40Z,2026-03-23T05:56:58Z,True,2026-03-23T05:22:44.659925,2026-03-23T05:53:04.114974,True,resource_finder|experiment_runner
detecting-lies-nlp-777f-gemini,2026-03-23T05:22:41Z,2026-03-23T05:58:15Z,True,2026-03-23T05:22:46.256260,2026-03-23T05:55:05.388425,True,resource_finder|experiment_runner
detecting-lies-nlp-c886-claude,2026-03-23T05:59:09Z,2026-03-23T08:12:04Z,True,2026-03-23T05:59:14.131201,2026-03-23T08:07:57.098613,True,resource_finder|experiment_runner
factoring-friendly-assist-claude,2026-03-23T06:02:58Z,2026-03-23T06:32:44Z,True,2026-03-23T06:03:02.492457,2026-03-23T06:28:40.197748,True,resource_finder|experiment_runner
llm-tongue-twisters-claude,2026-03-23T06:34:12Z,2026-03-23T08:07:14Z,True,2026-03-23T06:34:16.907765,2026-03-23T08:01:38.105003,True,resource_finder|experiment_runner
self-critique-ai-writer-claude,2026-03-23T08:08:34Z,2026-03-23T09:51:12Z,True,2026-03-23T08:08:38.362199,2026-03-23T09:45:21.673856,True,resource_finder|experiment_runner
multi-persona-exag-claude,2026-03-23T09:52:35Z,2026-03-23T09:52:39Z,False,,,,
inctx-if-then-capacity-claude,2026-03-23T11:30:03Z,2026-03-23T12:17:15Z,True,2026-03-23T11:30:07.845445,2026-03-23T12:12:44.289617,True,resource_finder|experiment_runner
model-count-french-claude,2026-03-23T12:18:37Z,2026-03-23T13:03:23Z,True,2026-03-23T12:18:47.277789,2026-03-23T12:58:47.665352,True,resource_finder|experiment_runner
1p-rlhf-claude,2026-03-23T13:04:55Z,2026-03-23T15:22:15Z,True,2026-03-23T13:05:00.043454,2026-03-23T15:17:22.731277,True,resource_finder|experiment_runner
instruct-story-mix-claude,2026-03-23T15:23:46Z,2026-03-23T16:47:11Z,True,2026-03-23T15:23:51.258990,2026-03-23T16:42:38.691852,True,resource_finder|experiment_runner
map-of-vibe-space-claude,2026-03-23T16:48:45Z,2026-03-23T17:47:33Z,True,2026-03-23T16:48:49.532095,2026-03-23T17:43:24.468831,True,resource_finder|experiment_runner
keep-base-models-claude,2026-03-23T17:49:17Z,2026-03-23T19:45:20Z,True,2026-03-23T17:49:21.915003,2026-03-23T19:38:25.396152,True,resource_finder|experiment_runner
chain-of-thought-conv-claude,2026-03-23T22:56:38Z,2026-03-24T00:47:18Z,True,2026-03-23T22:56:42.943369,2026-03-24T00:41:36.972566,True,resource_finder|experiment_runner
llm-pain-analysis-claude,2026-03-24T00:48:45Z,2026-04-07T23:21:18Z,True,2026-04-07T21:52:19.545662,2026-04-07T23:15:47.303690,True,resource_finder|experiment_runner
artificial-outsiders-nlp-9b1b-claude,2026-03-24T15:14:21Z,2026-03-24T17:10:25Z,True,2026-03-24T15:14:26.148415,2026-03-24T17:05:36.801878,True,resource_finder|experiment_runner
math-distillation-challenge-claude,2026-03-24T19:25:12Z,2026-03-24T19:25:13Z,False,,,,
trace-impurities-ce-claude,2026-03-24T22:59:44Z,2026-03-24T23:54:46Z,True,2026-03-24T17:59:51.301439,2026-03-24T18:48:34.350143,True,resource_finder|experiment_runner
function-vectors-nlp-d7c3-claude,2026-03-29T23:36:10Z,2026-03-30T01:56:04Z,True,2026-03-29T23:36:14.857020,2026-03-30T01:48:58.867082,True,resource_finder|experiment_runner
function-vectors-nlp-2537-codex,2026-03-29T23:39:04Z,2026-03-30T00:12:21Z,True,2026-03-29T23:39:08.647160,2026-03-30T00:07:57.594060,True,resource_finder|experiment_runner
function-vectors-nlp-299e-gemini,2026-03-29T23:39:05Z,2026-03-30T01:04:46Z,True,2026-03-29T23:39:09.408083,2026-03-30T00:59:39.844342,True,resource_finder|experiment_runner
math-distillation-d448-claude,2026-03-30T02:46:17Z,2026-03-30T04:08:37Z,True,2026-03-30T02:46:21.186730,2026-03-30T04:01:08.706404,True,resource_finder|experiment_runner
math-distillation-57a1-gemini,2026-03-30T02:46:25Z,2026-03-30T03:15:24Z,True,2026-03-30T02:46:30.059814,2026-03-30T03:10:09.729663,True,resource_finder|experiment_runner
llm-bullying-analysis-9159-claude,2026-03-30T04:31:17Z,2026-03-30T06:15:20Z,True,2026-03-30T04:31:21.647380,2026-03-30T06:08:43.125157,True,resource_finder|experiment_runner
llm-bullying-detection-e4d9-codex,2026-03-30T04:31:28Z,2026-03-30T05:30:38Z,True,2026-03-30T04:31:32.887451,2026-03-30T05:25:55.271657,True,resource_finder|experiment_runner
llm-bullying-analysis-9ffe-gemini,2026-03-30T04:31:29Z,2026-03-30T05:01:11Z,True,2026-03-30T04:31:35.718181,2026-03-30T04:58:35.936576,True,resource_finder|experiment_runner
math-distillation-c376-codex,2026-03-30T08:01:10Z,2026-03-30T08:22:54Z,True,2026-03-30T08:01:14.811919,2026-03-30T08:18:34.698994,True,resource_finder|experiment_runner
adversarial-tone-llm-2ab2-claude,2026-04-04T16:11:52Z,2026-04-04T16:34:30Z,True,2026-04-04T16:13:01.442937,2026-04-04T16:29:32.924816,True,resource_finder|experiment_runner
null-robustness-mapping-8bf6-claude,2026-04-04T16:37:08Z,2026-04-04T17:15:02Z,True,2026-04-04T16:38:17.674577,2026-04-04T17:08:21.172849,True,resource_finder|experiment_runner
phase-transitions-llm-5d8c-claude,2026-04-04T17:17:57Z,2026-04-04T19:21:46Z,True,2026-04-04T17:19:06.609846,2026-04-04T19:11:10.388910,True,resource_finder|experiment_runner
adversarial-battery-4ef6-claude,2026-04-04T19:24:47Z,2026-04-04T19:56:13Z,True,2026-04-04T19:25:57.665578,2026-04-04T19:50:33.657009,True,resource_finder|experiment_runner
math-align-invariant-9640-claude,2026-04-04T19:58:54Z,2026-04-04T20:42:25Z,True,2026-04-04T20:00:03.317852,2026-04-04T20:30:54.056719,True,resource_finder|experiment_runner
compositional-directions-17d5-claude,2026-04-05T21:59:45Z,2026-04-05T22:58:36Z,True,2026-04-05T21:59:50.241664,2026-04-05T22:51:54.225430,True,resource_finder|experiment_runner
compositional-directions-fe75-codex,2026-04-05T22:05:56Z,2026-04-05T22:46:55Z,True,2026-04-05T22:06:01.012848,2026-04-05T22:41:53.756321,True,resource_finder|experiment_runner
compositional-directions-cf35-gemini,2026-04-06T00:23:52Z,2026-04-06T01:27:00Z,True,2026-04-06T00:23:56.788398,2026-04-06T00:57:29.557571,True,resource_finder|experiment_runner
underrated-metric-nlp-0ca5-claude,2026-04-06T00:36:17Z,2026-04-06T02:39:17Z,True,2026-04-06T00:36:21.232895,2026-04-06T02:33:12.769380,True,resource_finder|experiment_runner
underrated-metric-nlp-f82f-codex,2026-04-06T00:36:17Z,2026-04-06T01:44:41Z,True,2026-04-06T00:36:21.940740,2026-04-06T01:40:09.266846,True,resource_finder|experiment_runner
underrated-metric-nlp-51aa-gemini,2026-04-06T01:28:48Z,2026-04-06T01:51:42Z,True,2026-04-06T01:28:52.354561,2026-04-06T01:49:34.064239,True,resource_finder|experiment_runner
reasoning-trace-robustnes-318e-codex,2026-04-06T02:47:41Z,2026-04-06T04:38:18Z,True,2026-04-06T02:47:44.990123,2026-04-06T04:23:34.120321,True,resource_finder|experiment_runner
reasoning-trace-robustnes-dd20-gemini,2026-04-06T02:47:44Z,2026-04-06T03:29:11Z,True,2026-04-06T02:47:48.749284,2026-04-06T03:25:44.199559,True,resource_finder|experiment_runner
reasoning-trace-robustnes-6b65-claude,2026-04-06T07:06:58Z,2026-04-06T08:01:50Z,True,2026-04-06T07:07:03.300622,2026-04-06T07:52:26.258094,True,resource_finder|experiment_runner
sycophancy-lang-resources-6bb3-claude,2026-04-07T01:18:32Z,2026-04-07T02:12:10Z,True,2026-04-07T01:18:36.735432,2026-04-07T02:06:28.007381,True,resource_finder|experiment_runner
monotonicity-bias-nlp-claude,2026-04-07T01:28:35Z,2026-04-08T15:07:39Z,True,2026-04-08T14:30:34.929308,2026-04-08T15:01:52.592084,True,resource_finder|experiment_runner
cond-steering-vectors-claude,2026-04-07T01:28:36Z,2026-04-07T02:24:58Z,True,2026-04-07T01:28:40.956725,2026-04-07T02:19:14.683637,True,resource_finder|experiment_runner
context-heavy-personas-claude,2026-04-07T02:25:58Z,2026-04-07T03:22:57Z,True,2026-04-07T02:26:02.665901,2026-04-07T03:18:33.335558,True,resource_finder|experiment_runner
adv-prompts-firewalls-claude,2026-04-07T03:23:21Z,2026-04-07T04:08:04Z,True,2026-04-07T03:23:25.379854,2026-04-07T04:02:44.673628,True,resource_finder|experiment_runner
compositional-directions-claude,2026-04-07T04:08:23Z,2026-04-07T04:48:26Z,True,2026-04-07T04:08:27.331153,2026-04-07T04:42:15.560969,True,resource_finder|experiment_runner
llm-text-limitations-claude,2026-04-07T04:49:20Z,2026-04-07T06:25:44Z,True,2026-04-07T04:49:25.183742,2026-04-07T06:20:27.661670,True,resource_finder|experiment_runner
anchoring-bias-lookback-claude,2026-04-07T06:26:47Z,2026-04-07T07:21:57Z,True,2026-04-07T06:26:52.402476,2026-04-07T07:17:06.424601,True,resource_finder|experiment_runner
small-gradients-nlp-claude,2026-04-07T07:22:57Z,2026-04-07T09:27:24Z,True,2026-04-07T07:23:01.465522,2026-04-07T09:22:12.705268,True,resource_finder|experiment_runner
llm-similar-sounds-claude,2026-04-07T09:28:23Z,2026-04-07T10:53:48Z,True,2026-04-07T09:28:27.579934,2026-04-07T10:49:00.316802,True,resource_finder|experiment_runner
llm-offense-analysis-claude,2026-04-07T10:54:13Z,2026-04-07T11:59:49Z,True,2026-04-07T10:54:18.304002,2026-04-07T11:54:14.417777,True,resource_finder|experiment_runner
artificial-outsiders-nlp-claude,2026-04-07T12:00:15Z,2026-04-07T12:57:12Z,True,2026-04-07T12:00:20.217138,2026-04-07T12:52:40.608924,True,resource_finder|experiment_runner
leading-personas-nlp-claude,2026-04-07T12:57:31Z,2026-04-07T15:31:57Z,True,2026-04-07T12:57:36.321151,2026-04-07T15:26:35.310028,True,resource_finder|experiment_runner
underrated-novelty-nlp-claude,2026-04-07T15:32:30Z,2026-04-07T16:18:27Z,True,2026-04-07T15:32:35.724495,2026-04-07T16:11:47.136756,True,resource_finder|experiment_runner
llm-complex-patterns-claude,2026-04-07T18:38:58Z,2026-04-07T19:16:34Z,True,2026-04-07T18:39:02.726352,2026-04-07T19:11:41.245456,True,resource_finder|experiment_runner
sweaty-liars-nlp-claude,2026-04-07T19:16:52Z,2026-04-07T20:39:17Z,True,2026-04-07T19:16:56.834922,2026-04-07T20:33:12.881512,True,resource_finder|experiment_runner
find-vars-nlp-claude,2026-04-07T20:39:37Z,2026-04-08T15:48:03Z,True,2026-04-08T14:30:33.498826,2026-04-08T15:42:59.150625,True,resource_finder|experiment_runner
arch-specific-data-claude,2026-04-07T21:52:15Z,2026-04-07T23:25:26Z,True,2026-04-07T21:52:20.484800,2026-04-07T23:19:58.188902,True,resource_finder|experiment_runner
llm-intrusive-thoughts-claude,2026-04-07T23:21:35Z,2026-04-08T01:43:04Z,True,2026-04-07T23:21:39.987789,2026-04-08T01:36:57.177925,True,resource_finder|experiment_runner
direction-conflation-claude,2026-04-08T15:07:57Z,2026-04-08T15:46:19Z,True,2026-04-08T15:08:02.490783,2026-04-08T15:40:22.940176,True,resource_finder|experiment_runner
llm-text-limitations-33a4-claude,2026-04-12T22:33:43Z,2026-04-12T23:38:15Z,True,2026-04-12T22:33:47.733470,2026-04-12T23:33:02.661227,True,resource_finder|experiment_runner
llm-text-limitations-fe0a-codex,2026-04-12T22:36:34Z,2026-04-12T23:16:43Z,True,2026-04-12T22:36:38.850251,2026-04-12T23:11:15.740356,True,resource_finder|experiment_runner
text-llm-limitations-7bc7-gemini,2026-04-12T22:36:38Z,2026-04-12T23:25:10Z,True,2026-04-12T22:36:42.907229,2026-04-12T23:17:31.557722,True,resource_finder|experiment_runner
generalization-refusal-f96b-codex,2026-04-13T00:20:26Z,2026-04-13T07:22:07Z,True,2026-04-13T00:20:30.096336,2026-04-13T07:10:45.287547,True,resource_finder|experiment_runner
generalization-refusal-f437-claude,2026-04-13T00:24:18Z,2026-04-13T04:03:26Z,True,2026-04-13T00:24:22.742522,2026-04-13T03:57:11.491165,True,resource_finder|experiment_runner
sycophancy-lang-resources-d777-codex,2026-04-13T04:50:05Z,2026-04-13T22:12:50Z,True,2026-04-13T04:50:09.981636,2026-04-13T06:32:20.767674,True,resource_finder|experiment_runner
sycophancy-lang-resources-0311-claude,2026-04-13T04:50:20Z,2026-04-13T06:13:19Z,True,2026-04-13T04:50:24.877521,2026-04-13T06:06:51.285110,True,resource_finder|experiment_runner
generalize-refusal-76f7-gemini,2026-04-13T17:18:54Z,2026-04-13T19:08:13Z,True,2026-04-13T17:18:58.762537,2026-04-13T19:05:55.658703,True,resource_finder|experiment_runner
sycophancy-lang-resources-f4fb-gemini,2026-04-13T22:15:53Z,2026-04-13T23:41:03Z,True,2026-04-13T22:15:58.246653,2026-04-13T23:38:10.958185,True,resource_finder|experiment_runner
math-distillation-v2-0a91-claude,2026-04-16T06:03:20Z,2026-04-16T06:56:52Z,True,2026-04-16T06:04:28.261629,2026-04-16T06:50:51.773995,True,resource_finder|experiment_runner
math-distillation-v2-7cd5,2026-04-16T13:22:10Z,2026-04-16T14:16:20Z,True,2026-04-16T13:24:09.267051,2026-04-16T14:10:09.106650,True,resource_finder|experiment_runner
interp-incongruent-48af-claude,2026-04-19T20:56:09Z,2026-04-19T21:50:42Z,True,2026-04-19T20:56:15.282872,2026-04-19T21:43:52.233097,True,resource_finder|experiment_runner
interp-incongruent-79b3-codex,2026-04-19T20:57:09Z,2026-04-19T21:50:40Z,True,2026-04-19T20:57:14.658001,2026-04-19T21:45:44.067525,True,resource_finder|experiment_runner
interp-incongruent-3e42-gemini,2026-04-19T20:57:37Z,2026-04-19T21:23:28Z,True,2026-04-19T20:57:42.535194,2026-04-19T21:20:45.922231,True,resource_finder|experiment_runner
diluted-steganography-b649-gemini,2026-04-19T21:45:02Z,2026-04-19T22:04:21Z,True,2026-04-19T21:45:08.008722,2026-04-19T22:01:05.095816,True,resource_finder|experiment_runner
diluted-steganography-9471-claude,2026-04-19T22:36:32Z,2026-04-19T23:35:25Z,True,2026-04-19T22:36:38.431065,2026-04-19T23:30:43.757630,True,resource_finder|experiment_runner
diluted-steganography-nlp-9907-codex,2026-04-19T22:37:18Z,2026-04-19T23:28:29Z,True,2026-04-19T22:37:23.507876,2026-04-19T23:23:00.071375,True,resource_finder|experiment_runner
induction-head-leakage-36ef-gemini,2026-04-19T22:42:10Z,2026-04-19T23:01:15Z,True,2026-04-19T22:42:15.331413,2026-04-19T22:59:27.816779,True,resource_finder|experiment_runner
induction-head-leakage-9a37-claude,2026-04-20T00:16:10Z,2026-04-20T01:18:37Z,True,2026-04-20T00:16:15.524372,2026-04-20T01:13:29.022169,True,resource_finder|experiment_runner
induction-head-leakage-8afa-codex,2026-04-20T00:27:56Z,2026-04-20T18:10:41Z,True,2026-04-20T00:28:01.173829,2026-04-20T18:05:47.518612,True,resource_finder|experiment_runner
robustness-vs-artifacts-21e9-claude,2026-04-20T05:12:19Z,2026-04-20T05:55:36Z,True,2026-04-20T05:13:29.788816,2026-04-20T05:49:33.453639,True,resource_finder|experiment_runner
hidden-misalignment-llm-6ab7-claude,2026-04-20T05:58:25Z,2026-04-20T06:57:30Z,True,2026-04-20T05:59:34.914537,2026-04-20T06:51:48.293635,True,resource_finder|experiment_runner
stat-meta-robustness-948b-claude,2026-04-20T06:59:53Z,2026-04-20T07:41:35Z,True,2026-04-20T07:01:02.938833,2026-04-20T07:34:02.484495,True,resource_finder|experiment_runner
adv-robust-battery-sim-9bd0-claude,2026-04-20T07:44:12Z,2026-04-20T08:36:15Z,True,2026-04-20T07:45:22.011761,2026-04-20T08:30:26.769172,True,resource_finder|experiment_runner
misalignment-thresholds-151f-claude,2026-04-20T08:39:29Z,2026-04-20T09:15:27Z,True,2026-04-20T08:40:39.239835,2026-04-20T09:07:35.992602,True,resource_finder|experiment_runner
mlp-hidden-state-b821-claude,2026-04-24T19:48:57Z,2026-04-24T21:47:20Z,True,2026-04-24T19:49:02.629109,2026-04-24T21:39:42.669663,True,resource_finder|experiment_runner
layernorm-concept-assoc-dbdc-claude,2026-04-26T02:40:39Z,2026-04-26T04:37:53Z,True,2026-04-26T02:40:44.719050,2026-04-26T04:28:36.941009,True,resource_finder|experiment_runner
llm-recommender-efficacy-84bb-claude,2026-04-26T03:24:23Z,2026-04-26T04:23:53Z,True,2026-04-26T03:24:29.041253,2026-04-26T04:15:31.443932,True,resource_finder|experiment_runner
mlp-hidden-state-1a8c-codex,2026-04-27T01:08:41Z,2026-04-27T01:32:47Z,True,2026-04-27T01:08:47.223647,2026-04-27T01:28:51.956654,True,resource_finder|experiment_runner
mlp-hidden-state-2c11-gemini,2026-04-27T02:01:47Z,2026-04-27T02:23:47Z,True,2026-04-27T02:01:53.567473,2026-04-27T02:21:38.166326,True,resource_finder|experiment_runner
llm-standard-knowledge-e336-gemini,2026-04-27T02:43:58Z,2026-04-27T03:02:51Z,True,2026-04-27T02:44:02.903213,2026-04-27T03:00:54.415075,True,resource_finder|experiment_runner
llm-standard-knowledge-9f5d-codex,2026-04-27T17:11:33Z,2026-04-28T05:11:24Z,True,2026-04-27T17:11:40.041064,2026-04-27T17:51:57.920926,True,resource_finder|experiment_runner
agents-avoid-collapse-4c30-gemini,2026-04-27T20:29:51Z,2026-04-27T21:30:44Z,True,2026-04-27T20:29:57.483839,2026-04-27T21:27:05.357248,True,resource_finder|experiment_runner
llm-standard-knowledge-c8f8-claude,2026-04-27T20:31:19Z,2026-04-27T22:23:36Z,True,2026-04-27T20:31:24.890875,2026-04-27T22:15:36.336700,True,resource_finder|experiment_runner
agents-avoid-collapse-6c08-codex,2026-04-28T04:02:16Z,2026-04-28T04:36:22Z,True,2026-04-28T04:02:22.381677,2026-04-28T04:32:57.904783,True,resource_finder|experiment_runner
agents-avoid-collapse-2361-claude,2026-04-28T05:14:14Z,2026-04-28T07:13:06Z,True,2026-04-28T05:14:19.851395,2026-04-28T07:03:19.476089,True,resource_finder|experiment_runner
reverse-engineer-null-6299-claude,2026-04-28T16:00:34Z,2026-04-28T16:51:39Z,True,2026-04-28T16:01:46.470574,2026-04-28T16:41:00.321616,True,resource_finder|experiment_runner
science-of-sycophancy-ee2b-claude,2026-05-01T06:17:10Z,2026-05-01T07:31:07Z,True,2026-05-01T06:17:16.649736,2026-05-01T07:22:08.945245,True,resource_finder|experiment_runner
theory-of-simulation-1d19-claude,2026-05-03T20:33:34Z,2026-05-03T22:35:44Z,True,2026-05-03T20:33:40.672380,2026-05-03T22:27:05.553637,True,resource_finder|experiment_runner
simulation-theory-ai-54bc-gemini,2026-05-03T21:05:13Z,2026-05-03T21:28:02Z,True,2026-05-03T21:05:19.768870,2026-05-03T21:25:10.859360,True,resource_finder|experiment_runner
llm-recommendation-impact-2d38-gemini,2026-05-03T21:06:56Z,2026-05-03T21:28:52Z,True,2026-05-03T21:07:03.084256,2026-05-03T21:26:38.600402,True,resource_finder|experiment_runner
layernorm-concept-assoc-8ff1-gemini,2026-05-03T21:35:02Z,2026-05-03T21:57:49Z,True,2026-05-03T21:35:07.951752,2026-05-03T21:55:55.713977,True,resource_finder|experiment_runner
layernorm-concept-assoc-65c1-codex,2026-05-04T20:51:05Z,2026-05-04T21:23:11Z,True,2026-05-04T20:51:11.803330,2026-05-04T21:19:46.388677,True,resource_finder|experiment_runner
align-failures-taxonomy-db56-claude,2026-05-05T01:33:39Z,2026-05-06T02:07:51Z,True,2026-05-05T01:33:44.910357,2026-05-06T01:59:07.289666,True,resource_finder|experiment_runner
llms-recommendation-ef-d7dc-codex,2026-05-05T04:09:07Z,2026-05-05T04:54:45Z,True,2026-05-05T04:09:13.422729,2026-05-05T04:50:44.015571,True,resource_finder|experiment_runner
theory-of-simulation-6163-codex,2026-05-05T17:02:03Z,2026-05-05T17:35:16Z,True,2026-05-05T17:02:10.190089,2026-05-05T17:31:28.879304,True,resource_finder|experiment_runner
