repo_name,run_created_at,era,has_autoresearch_runtime_path,has_hitl_runtime_path,has_autoresearch_runtime_content,has_hitl_runtime_content,suspicious_nonstandard,autoresearch_examples,hitl_examples
llm-similar-sounds-claude,2026-04-07T09:28:27.579934,pre_autoresearch,False,False,False,False,False,,
llm-offense-analysis-claude,2026-04-07T10:54:18.304002,pre_autoresearch,False,False,False,False,False,,
artificial-outsiders-nlp-claude,2026-04-07T12:00:20.217138,pre_autoresearch,False,False,False,False,False,,
leading-personas-nlp-claude,2026-04-07T12:57:36.321151,pre_autoresearch,False,False,False,False,False,,
underrated-novelty-nlp-claude,2026-04-07T15:32:35.724495,pre_autoresearch,False,False,False,False,False,,
llm-complex-patterns-claude,2026-04-07T18:39:02.726352,pre_autoresearch,False,False,False,False,False,,
sweaty-liars-nlp-claude,2026-04-07T19:16:56.834922,pre_autoresearch,False,False,False,False,False,,
find-vars-nlp-claude,2026-04-08T14:30:33.498826,pre_autoresearch,False,False,False,False,False,,
arch-specific-data-claude,2026-04-07T21:52:20.484800,pre_autoresearch,False,False,False,False,False,,
llm-intrusive-thoughts-claude,2026-04-07T23:21:39.987789,pre_autoresearch,False,False,False,False,False,,
direction-conflation-claude,2026-04-08T15:08:02.490783,pre_autoresearch,False,False,False,False,False,,
llm-text-limitations-33a4-claude,2026-04-12T22:33:47.733470,pre_autoresearch,False,False,False,False,False,,
llm-text-limitations-fe0a-codex,2026-04-12T22:36:38.850251,pre_autoresearch,False,False,False,False,False,,
text-llm-limitations-7bc7-gemini,2026-04-12T22:36:42.907229,pre_autoresearch,False,False,False,False,False,,
generalization-refusal-f96b-codex,2026-04-13T00:20:30.096336,pre_autoresearch,False,False,False,False,False,,
generalization-refusal-f437-claude,2026-04-13T00:24:22.742522,pre_autoresearch,False,False,False,False,False,,
sycophancy-lang-resources-d777-codex,2026-04-13T04:50:09.981636,pre_autoresearch,False,False,False,False,False,,
sycophancy-lang-resources-0311-claude,2026-04-13T04:50:24.877521,pre_autoresearch,False,False,False,False,False,,
generalize-refusal-76f7-gemini,2026-04-13T17:18:58.762537,pre_autoresearch,False,False,False,False,False,,
sycophancy-lang-resources-f4fb-gemini,2026-04-13T22:15:58.246653,pre_autoresearch,False,False,False,False,False,,
math-distillation-v2-0a91-claude,2026-04-16T06:04:28.261629,pre_autoresearch,False,False,False,False,False,,
math-distillation-v2-7cd5,2026-04-16T13:24:09.267051,pre_autoresearch,False,False,False,False,False,,
interp-incongruent-48af-claude,2026-04-19T20:56:15.282872,pre_autoresearch,False,False,False,False,False,,
interp-incongruent-79b3-codex,2026-04-19T20:57:14.658001,pre_autoresearch,False,False,False,False,False,,
interp-incongruent-3e42-gemini,2026-04-19T20:57:42.535194,pre_autoresearch,False,False,False,False,False,,
diluted-steganography-b649-gemini,2026-04-19T21:45:08.008722,pre_autoresearch,False,False,False,False,False,,
diluted-steganography-9471-claude,2026-04-19T22:36:38.431065,pre_autoresearch,False,False,False,False,False,,
diluted-steganography-nlp-9907-codex,2026-04-19T22:37:23.507876,pre_autoresearch,False,False,False,False,False,,
induction-head-leakage-36ef-gemini,2026-04-19T22:42:15.331413,pre_autoresearch,False,False,False,False,False,,
induction-head-leakage-9a37-claude,2026-04-20T00:16:15.524372,pre_autoresearch,False,False,False,False,False,,
induction-head-leakage-8afa-codex,2026-04-20T00:28:01.173829,pre_autoresearch,False,False,False,False,False,,
robustness-vs-artifacts-21e9-claude,2026-04-20T05:13:29.788816,pre_autoresearch,False,False,False,False,False,,
hidden-misalignment-llm-6ab7-claude,2026-04-20T05:59:34.914537,pre_autoresearch,False,False,False,False,False,,
stat-meta-robustness-948b-claude,2026-04-20T07:01:02.938833,pre_autoresearch,False,False,False,False,False,,
adv-robust-battery-sim-9bd0-claude,2026-04-20T07:45:22.011761,pre_autoresearch,False,False,False,False,False,,
misalignment-thresholds-151f-claude,2026-04-20T08:40:39.239835,pre_autoresearch,False,False,False,False,False,,
mlp-hidden-state-b821-claude,2026-04-24T19:49:02.629109,pre_autoresearch,False,False,False,False,False,,
layernorm-concept-assoc-dbdc-claude,2026-04-26T02:40:44.719050,pre_autoresearch,False,False,False,False,False,,
llm-recommender-efficacy-84bb-claude,2026-04-26T03:24:29.041253,pre_autoresearch,False,False,False,False,False,,
mlp-hidden-state-1a8c-codex,2026-04-27T01:08:47.223647,pre_autoresearch,False,False,False,False,False,,
mlp-hidden-state-2c11-gemini,2026-04-27T02:01:53.567473,pre_autoresearch,False,False,False,False,False,,
llm-standard-knowledge-e336-gemini,2026-04-27T02:44:02.903213,pre_autoresearch,False,False,False,False,False,,
llm-standard-knowledge-9f5d-codex,2026-04-27T17:11:40.041064,pre_autoresearch,False,False,False,False,False,,
agents-avoid-collapse-4c30-gemini,2026-04-27T20:29:57.483839,pre_autoresearch,False,False,False,False,False,,
llm-standard-knowledge-c8f8-claude,2026-04-27T20:31:24.890875,pre_autoresearch,False,False,False,False,False,,
agents-avoid-collapse-6c08-codex,2026-04-28T04:02:22.381677,pre_autoresearch,False,False,False,False,False,,
agents-avoid-collapse-2361-claude,2026-04-28T05:14:19.851395,pre_autoresearch,False,False,False,False,False,,
reverse-engineer-null-6299-claude,2026-04-28T16:01:46.470574,pre_autoresearch,False,False,False,False,False,,
science-of-sycophancy-ee2b-claude,2026-05-01T06:17:16.649736,pre_autoresearch,False,False,False,False,False,,
theory-of-simulation-1d19-claude,2026-05-03T20:33:40.672380,pre_autoresearch,False,False,False,False,False,,
simulation-theory-ai-54bc-gemini,2026-05-03T21:05:19.768870,pre_autoresearch,False,False,False,False,False,,
llm-recommendation-impact-2d38-gemini,2026-05-03T21:07:03.084256,pre_autoresearch,False,False,False,False,False,,
layernorm-concept-assoc-8ff1-gemini,2026-05-03T21:35:07.951752,pre_autoresearch,False,False,False,False,False,,
layernorm-concept-assoc-65c1-codex,2026-05-04T20:51:11.803330,pre_autoresearch,False,False,False,False,False,,
align-failures-taxonomy-db56-claude,2026-05-05T01:33:44.910357,pre_autoresearch,False,False,False,False,False,,
llms-recommendation-ef-d7dc-codex,2026-05-05T04:09:13.422729,pre_autoresearch,False,False,False,False,False,,
theory-of-simulation-6163-codex,2026-05-05T17:02:10.190089,pre_autoresearch,False,False,False,False,False,,
hashmap-attention-5994-claude,2026-05-06T17:47:48.990511,pre_autoresearch,False,False,False,False,False,,
theory-of-simulation-ed89-claude,2026-05-06T18:34:12.257281,pre_autoresearch,False,False,False,False,False,,
gatekeeping-signaling-f85b-claude,2026-05-06T19:55:57.649272,pre_autoresearch,False,False,False,False,False,,
talkie-generalization-ff5d-codex,2026-05-10T08:40:59.486532,pre_autoresearch,False,False,False,False,False,,
talkie-generalization-8356-gemini,2026-05-10T19:42:33.848182,pre_autoresearch,False,False,False,False,False,,
llm-judgment-impact-7e69-codex,2026-05-11T04:55:28.263422,pre_autoresearch,False,False,False,False,False,,
align-failure-taxonomy-d26d-codex,2026-05-11T22:10:02.697342,pre_autoresearch,False,False,False,False,False,,
llm-judgment-effect-fa08-gemini,2026-05-12T01:46:57.707493,pre_autoresearch,False,False,False,False,False,,
align-failures-taxonomy-344e-gemini,2026-05-12T01:47:34.446436,pre_autoresearch,False,False,False,False,False,,
talkie-generalization-e993-claude,2026-05-12T01:52:19.963185,pre_autoresearch,False,False,False,False,False,,
llm-judgment-impact-9fb4-claude,2026-05-12T01:55:15.886005,pre_autoresearch,False,False,False,False,False,,
distinct-persona-ai-b685-gemini,2026-05-16T19:32:03.505061,pre_autoresearch,False,False,False,False,False,,
llm-loopholes-research-1dc8-gemini,2026-05-16T19:33:11.289730,pre_autoresearch,False,False,False,False,False,,
distinct-persona-ai-5094-codex,2026-05-17T04:13:31.892572,pre_autoresearch,False,False,False,False,False,,
llm-loopholes-research-9e63-codex,2026-05-17T21:19:05.649692,pre_autoresearch,False,False,False,False,False,,
llm-persona-dislike-e5f8-gemini,2026-05-18T00:34:14.819444,pre_autoresearch,False,False,False,False,False,,
llm-loopholes-research-570f-claude,2026-05-18T00:48:01.990287,pre_autoresearch,False,False,False,False,False,,
distinct-persona-ai-12e6-claude,2026-05-18T00:48:22.988204,pre_autoresearch,False,False,False,False,False,,
llm-persona-dislike-c0d6-codex,2026-05-18T02:09:23.878017,pre_autoresearch,False,False,False,False,False,,
llm-persona-dislike-1529-claude,2026-05-18T02:25:53.150304,pre_autoresearch,False,False,False,False,False,,
novel-bio-mechanisms-c075-claude,2026-05-19T16:30:36.261878,pre_autoresearch,False,False,False,False,False,,
llm-death-thoughts-cdac-gemini,2026-05-23T21:47:13.815309,pre_autoresearch,False,False,False,False,False,,
llm-reading-modes-30aa-gemini,2026-05-23T21:47:44.787354,pre_autoresearch,False,False,False,False,False,,
llm-forecasting-cd55-claude,2026-05-23T21:50:22.522745,pre_autoresearch,False,False,False,False,False,,
llm-death-thoughts-b7a5-claude,2026-05-24T00:44:22.715242,pre_autoresearch,False,False,False,False,False,,
llm-reading-modes-c01e-claude,2026-05-24T00:44:32.860527,pre_autoresearch,False,False,False,False,False,,
llm-forecasting-ea39-gemini,2026-05-24T21:00:53.345778,pre_autoresearch,False,False,False,False,False,,
llm-death-thoughts-89b7-codex,2026-05-24T22:09:32.780367,pre_autoresearch,False,False,False,False,False,,
llm-reading-modes-af09-codex,2026-05-25T03:42:02.238879,pre_autoresearch,False,False,False,False,False,,
llm-forecasting-3be2-codex,2026-05-25T09:42:44.811863,pre_autoresearch,False,False,False,False,False,,
hilbert-nullstellensatz-d241-codex,2026-05-30T00:44:06.504712,pre_autoresearch,False,False,False,False,False,,
jacobson-commutativity-3-36c0-codex,2026-05-30T05:56:05.438957,pre_autoresearch,False,False,False,False,False,,
novel-bio-mechanisms-a08e-gemini,2026-05-30T21:10:31.253099,pre_autoresearch,False,False,False,False,False,,
llm-vs-human-loopholes-0ca7-gemini,2026-05-30T21:11:36.469706,pre_autoresearch,False,False,False,False,False,,
novel-geom-addressing-c44b-claude,2026-05-30T21:12:47.520222,pre_autoresearch,False,False,False,False,False,,
novel-bio-mechanisms-002c-claude,2026-05-30T21:43:44.025371,pre_autoresearch,False,False,False,False,False,,
llm-vs-human-loopholes-e858-claude,2026-05-30T21:44:13.925850,pre_autoresearch,False,False,False,False,False,,
novel-geom-addressing-028d-gemini,2026-05-31T02:02:35.109071,pre_autoresearch,False,False,False,False,False,,
novel-bio-mechanisms-594c-codex,2026-05-31T02:12:24.646982,pre_autoresearch,False,False,False,False,False,,
llm-vs-human-loopholes-028c-codex,2026-05-31T07:39:55.854591,pre_autoresearch,False,False,False,False,False,,
novel-geom-addressing-506d-codex,2026-06-01T03:47:08.517231,pre_autoresearch,False,False,False,False,False,,
ai-driven-invention-03d7-gemini,2026-06-07T21:05:54.176182,pre_autoresearch,False,False,False,False,False,,
narrative-space-llm-3519-gemini,2026-06-07T21:07:11.025366,pre_autoresearch,False,False,False,False,False,,
base-vs-instruct-models-d95a-claude,2026-06-07T21:12:14.166684,pre_autoresearch,False,False,False,False,False,,
ai-driven-invention-4088-claude,2026-06-07T21:22:10.800806,pre_autoresearch,False,False,False,False,False,,
ai-driven-invention-9655-codex,2026-06-08T03:38:33.903209,pre_autoresearch,False,False,False,False,False,,
base-vs-instruct-models-d3a1-gemini,2026-06-08T14:02:01.993260,pre_autoresearch,False,False,False,False,False,,
narrative-space-llm-8f63-claude,2026-06-08T14:03:54.971298,pre_autoresearch,False,False,False,False,False,,
narrative-space-llm-65e5-codex,2026-06-08T14:28:00.784266,pre_autoresearch,False,False,False,False,False,,
base-vs-instruct-models-9ebe-codex,2026-06-08T21:57:07.526731,pre_autoresearch,False,False,False,False,False,,
llm-sleep-mechanism-d0a6-claude,2026-06-15T04:00:37.788343,autoresearch_available,False,False,False,False,False,,
sampling-nn-1a8c-claude,2026-06-15T04:02:32.227713,autoresearch_available,False,False,False,False,False,,
error-extrapolation-1820-claude,2026-06-15T04:03:32.741459,autoresearch_available,False,False,False,False,False,,
error-extrapolation-d0c9-gemini,2026-06-15T13:09:49.399472,autoresearch_available,False,False,False,False,False,,
sampling-nn-0688-gemini,2026-06-15T14:39:02.192017,autoresearch_available,False,False,False,False,False,,
llm-sleep-mechanism-18a0-codex,2026-06-15T20:07:38.575201,autoresearch_available,False,False,False,False,False,,
llm-sleep-mechanism-95e3-gemini,2026-06-15T21:53:26.471201,autoresearch_available,False,False,False,False,False,,
sampling-nn-d01c-codex,2026-06-16T03:39:19.769761,autoresearch_available,False,False,False,False,False,,
error-extrapolation-6a30-codex,2026-06-16T14:12:23.255779,autoresearch_available,False,False,False,False,False,,
grounded-novelty-ai-69c6-claude,2026-06-18T18:12:12.573496,autoresearch_available,False,False,False,False,False,,
neural-symbolic-ai-d145-claude,2026-06-19T16:11:11.138233,autoresearch_available,False,False,False,False,False,,
drama-types-ai-e4ac-claude,2026-06-21T21:22:25.540636,autoresearch_available,False,False,False,False,False,,
icl-finetune-gap-0331-claude,2026-06-21T21:39:54.944751,autoresearch_available,False,False,False,False,False,,
llms-know-answer-73ae-claude,2026-06-22T01:18:53.850367,autoresearch_available,False,False,False,False,False,,
drama-types-ai-58c0-codex,2026-06-23T03:00:55.515989,autoresearch_available,False,False,False,False,False,,
icl-finetune-scale-398c-codex,2026-06-23T03:57:16.383755,autoresearch_available,False,False,False,False,False,,
llms-know-answer-eef8-codex,2026-06-23T05:32:17.114817,autoresearch_available,False,False,False,False,False,,
quantum-ml-methods-7581-claude,2026-06-24T19:13:49.903472,autoresearch_available,False,False,False,False,False,,
quantum-ml-methods-d41e-claude,2026-06-25T17:02:06.703747,autoresearch_available,False,False,False,False,False,,
grounded-novelty-ai-6ac8-claude,2026-06-28T20:59:42.831630,autoresearch_available,False,False,False,False,False,,
neural-symbolic-ai-41f3-claude,2026-06-28T20:59:57.672993,autoresearch_available,False,False,False,False,False,,
llm-blindspot-priorities-60de-claude,2026-06-28T21:00:22.904736,autoresearch_available,False,False,False,False,False,,
grounded-novelty-ai-5114-codex,2026-06-29T04:34:59.648514,autoresearch_available,False,False,False,False,False,,
logit-lens-implicit-fbb4-codex,2026-06-29T04:35:39.083719,autoresearch_available,False,False,False,False,False,,
neural-symbolic-ai-2f28-codex,2026-06-29T04:35:59.124035,autoresearch_available,False,False,False,False,False,,
logit-lens-implicit-9a0d-claude,2026-06-29T16:07:49.289916,autoresearch_available,False,False,False,False,False,,
llm-multi-person-id-f00b-codex,2026-07-06T06:16:11.418701,autoresearch_available,False,False,False,False,False,,
sticky-personas-ai-a685-codex,2026-07-06T06:17:07.309399,autoresearch_available,False,False,False,False,False,,
quantum-ml-methods-c288-codex,2026-07-06T06:19:11.924379,autoresearch_available,False,False,False,False,False,,
sticky-personas-ai-9dab-claude,2026-07-06T13:27:23.705204,autoresearch_available,False,False,False,False,False,,
quantum-ml-methods-54ff-claude,2026-07-06T13:27:46.543490,autoresearch_available,False,False,False,False,False,,
llm-multi-person-id-1096-claude,2026-07-06T23:39:34.422853,autoresearch_available,False,False,False,False,False,,
llm_unspeakables_20260713_124114_33f1a14e,2026-07-13T12:41:22.595875,autoresearch_available,False,False,False,False,False,,
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,2026-07-14T23:42:51.238626,hitl_available,False,False,False,False,False,,
how_do_we_make_sure_skills_sel_20260715_033947_a0801865,2026-07-15T03:39:55.481113,hitl_available,False,False,False,False,False,,
cartographers_of_the_ai_latent_20260720_142733_1b997657,2026-07-20T14:27:42.970407,hitl_available,False,False,False,False,False,,
synthetic_data_with_base_model_20260720_181704_b08e72e8,2026-07-20T18:17:12.681358,hitl_available,False,False,False,False,False,,
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,2026-07-20T18:12:05.868527,hitl_available,False,False,False,False,False,,
adversarial_prompt_injection_v_20260728_181355_db6fd146,2026-07-28T18:14:05.208229,hitl_available,False,False,False,False,False,,
emergent_adversarial_prompt_in_20260728_195215_54394617,2026-07-28T19:52:25.265401,hitl_available,False,False,False,False,False,,
can_self_report_training_help__20260728_230205_15848d12,2026-07-28T23:02:14.289443,hitl_available,False,False,False,False,False,,
scaling_analysis_of_distribute_20260729_000241_d3c51cab,2026-07-29T00:02:51.598355,hitl_available,False,False,False,False,False,,
adversarial_prompt_injection_v_20260729_000827_3a2a967e,2026-07-29T00:08:36.399103,hitl_available,False,False,False,False,False,,
emergent_collective_intelligen_20260729_001254_501032ff,2026-07-29T00:13:03.351560,hitl_available,False,False,False,False,False,,
semantic_coherence_impact_on_a_20260729_154614_23123c8f,2026-07-29T15:46:24.835000,hitl_available,False,False,False,False,False,,
systematic_bias_in_llm_chain_o_20260729_160340_206cc029,2026-07-29T16:03:54.821653,hitl_available,False,False,False,False,False,,
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,2026-07-29T16:12:46.364574,hitl_available,False,False,False,False,False,,
multi_agent_adversarial_prompt_20260729_161608_d239e51e,2026-07-29T16:16:19.367496,hitl_available,False,False,False,False,False,,
systematic_stress_testing_of___20260730_161741_765e263a,2026-07-30T16:17:51.821078,hitl_available,False,False,False,False,False,,
can-self-report-training-help-lie-de4e-codex,2026-07-31T05:49:19.084864Z,hitl_available,False,False,False,False,False,,
tension-between-independence-0807-codex,2026-07-31T05:59:14.971401Z,hitl_available,False,False,False,False,False,,
already-present-beliefs-ea16-codex,2026-07-31T13:51:12.444918Z,hitl_available,False,False,False,False,False,,
reverse-stress-testing-for-detecting-f225,2026-08-03T16:28:10.953784Z,hitl_available,False,False,False,False,False,,
null-results-as-alignment-signals-858f,2026-08-03T17:21:47.477609Z,hitl_available,False,False,False,False,False,,
null-alignment-matrix-diagnosing-when-56ad,2026-08-04T00:09:32.654803Z,hitl_available,False,False,False,False,False,,
dialing-up-misalignment-systematic-c2b3,2026-08-04T21:17:25.145702Z,hitl_available,False,False,False,False,False,,
reverse-alignment-characterizing-46f6,2026-08-05T01:48:35.194260Z,hitl_available,False,False,False,False,False,,
reverse-nulls-diagnosing-the-hidden-732a,2026-08-05T15:32:54.406600Z,hitl_available,False,False,False,False,False,,
systematic-hypothesis-testing-of-null-f70b,2026-08-05T17:42:55.221614Z,hitl_available,False,False,False,False,False,,
adaptive-experimental-design-ead2,2026-08-05T22:35:15.130680Z,hitl_available,False,False,False,False,False,,
systematically-probing-alignment-null-843e,2026-08-06T16:14:42.235079Z,hitl_available,False,False,False,False,False,,
quantifying-the-null-intervention-c064,2026-08-07T16:19:34.058938Z,hitl_available,False,False,False,False,False,,
diagnosing-experimental-insensitivity-c74f,2026-08-07T19:16:40.249477Z,hitl_available,False,False,False,False,False,,
when-should-an-ai-ask-for-clarification-f275-claude,2026-08-19T20:13:14.586590Z,hitl_available,False,False,False,False,False,,
when-should-an-ai-ask-for-clarification-59b5-codex,2026-08-19T20:28:34.012542Z,hitl_available,False,False,False,False,False,,
fixed-points-of-ai-revision-a756,2026-08-19T21:29:28.968908Z,hitl_available,False,False,False,False,False,,
can-powerful-models-help-with-difficult-3a0f-codex,2026-08-20T02:06:22.111264Z,hitl_available,False,False,False,False,False,,
preference-understanding-9cf3-codex,2026-08-20T02:15:14.508431Z,hitl_available,False,False,False,False,False,,
preference-understanding-8cc6-claude,2026-08-20T02:36:17.736802Z,hitl_available,False,False,False,False,False,,
