repo_name,trajectory_id,provider,stage,transcript_path,n_nonempty_lines,n_json_records,n_non_json_lines,n_canonical_events,n_unknown_structures,n_parse_exceptions,empty_transcript,read_failed,non_json_examples,parse_exception_examples,unknown_structures
debate-proof-strategies-1084-claude,debate-proof-strategies-1084-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,114,114,0,114,0,0,False,False,,,
detecting-lies-nlp-3065-codex,detecting-lies-nlp-3065-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,100,97,3,97,0,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...' || line 67: '{""type"":""item.completed"",""item"":{""id"":""item_38"",""type"":""command_execution"",""command"":""/bin/bash -lc \\""for d in code/alig'",,
detecting-lies-nlp-3065-codex,detecting-lies-nlp-3065-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,126,124,2,124,0,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...'",,
detecting-lies-nlp-777f-gemini,detecting-lies-nlp-777f-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,465,161,304,161,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Keychain initialization encountered an error: libsecret-1.so.0: cannot open shared object file: No such file or director' || line 3: 'Using FileKeychain fallback for secure storage.',,
detecting-lies-nlp-777f-gemini,detecting-lies-nlp-777f-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,356,265,91,265,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Keychain initialization encountered an error: libsecret-1.so.0: cannot open shared object file: No such file or director' || line 3: 'Using FileKeychain fallback for secure storage.',,
detecting-lies-nlp-c886-claude,detecting-lies-nlp-c886-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,301,301,0,301,0,0,False,False,,,
detecting-lies-nlp-c886-claude,detecting-lies-nlp-c886-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,250,250,0,250,0,0,False,False,,,
diagnosing-experimental-insensitivity-c74f,diagnosing-experimental-insensitivity-c74f::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,706,706,0,641,9,0,False,False,,,claude:user_block:document:9
diagnosing-experimental-insensitivity-c74f,diagnosing-experimental-insensitivity-c74f::claude,claude,execution,logs/execution_claude_transcript.jsonl,1382,1382,0,1299,0,0,False,False,,,
dialing-up-misalignment-systematic-c2b3,dialing-up-misalignment-systematic-c2b3::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,1,0,1,0,0,0,True,False,line 1: '--dangerously-skip-permissions cannot be used with root/sudo privileges for security reasons',,
diluted-steganography-9471-claude,diluted-steganography-9471-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,223,223,0,223,10,0,False,False,,,claude:user_block:document:10
diluted-steganography-9471-claude,diluted-steganography-9471-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,227,224,3,224,0,0,False,False,"line 205: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01MB59uVvZwaqJw4wTq8SRwm"",""type"":""message"",""role"":""as' || line 211: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01XmZZrNcLUmtqzuGeLtzDUz"",""type"":""message"",""role"":""as' || line 212: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_0114e9TxJkU4pD5mHVLng4ZR"",""type"":""tool_result"",'",,
diluted-steganography-b649-gemini,diluted-steganography-b649-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,174,172,2,172,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
diluted-steganography-b649-gemini,diluted-steganography-b649-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,179,176,3,176,0,0,False,False,"line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 172: '{""type"":""tool_use"",""timestamp"":""2026-04-19T22:01:01.306Z"",""tool_name"":""write_file"",""tool_id"":""write_file_1776636061306_0'",,
diluted-steganography-nlp-9907-codex,diluted-steganography-nlp-9907-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,181,179,2,166,8,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...'",,codex:item:web_search:8
diluted-steganography-nlp-9907-codex,diluted-steganography-nlp-9907-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,200,198,2,183,6,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...'",,codex:item:web_search:6
direction-conflation-claude,direction-conflation-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,182,182,0,182,7,0,False,False,,,claude:user_block:document:7
direction-conflation-claude,direction-conflation-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,79,79,0,79,0,0,False,False,,,
disorder-order-sync-205e-claude,disorder-order-sync-205e-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,332,332,0,332,8,0,False,False,,,claude:user_block:document:8
disorder-order-sync-205e-claude,disorder-order-sync-205e-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,271,271,0,271,0,0,False,False,,,
dist-shift-curriculum-claude,dist-shift-curriculum-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,664,664,0,664,0,0,False,False,,,
dist-shift-curriculum-claude,dist-shift-curriculum-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,163,163,0,163,0,0,False,False,,,
distinct-persona-ai-12e6-claude,distinct-persona-ai-12e6-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,189,188,1,171,8,0,False,False,"line 145: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_01XT5C7hnohbqdCjtwSrxK5C"",""type"":""tool_result"",'",,claude:user_block:document:8
distinct-persona-ai-12e6-claude,distinct-persona-ai-12e6-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,173,173,0,166,0,0,False,False,,,
distinct-persona-ai-5094-codex,distinct-persona-ai-5094-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,137,136,1,127,6,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:6
distinct-persona-ai-5094-codex,distinct-persona-ai-5094-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,186,185,1,170,1,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:1
distinct-persona-ai-b685-gemini,distinct-persona-ai-b685-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,145,139,6,139,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
distinct-persona-ai-b685-gemini,distinct-persona-ai-b685-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,156,152,4,152,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
drama-types-ai-58c0-codex,drama-types-ai-58c0-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,442,438,4,417,15,0,False,False,line 1: 'Reading prompt from stdin...' || line 74: '2026-06-23T03:06:10.110279Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;' || line 75: '2026-06-23T03:06:10.112196Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:15
drama-types-ai-58c0-codex,drama-types-ai-58c0-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,209,208,1,187,7,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:7
drama-types-ai-e4ac-claude,drama-types-ai-e4ac-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,29,29,0,26,0,0,False,False,,,
drama-types-ai-e4ac-claude,drama-types-ai-e4ac-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,721,721,0,682,0,0,False,False,,,
emergent-alignment-llm-b11c-claude,emergent-alignment-llm-b11c-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,195,195,0,195,5,0,False,False,,,claude:user_block:document:5
emergent-alignment-llm-b11c-claude,emergent-alignment-llm-b11c-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,121,118,3,118,0,0,False,False,"line 105: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01V5kpLr1ns6MyF7EXkdMqMA"",""type"":""message"",""role"":""as' || line 109: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01K27NLYwCCa5WEgi2SxF8gV"",""type"":""message"",""role"":""as' || line 110: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_019sc7fPQ2ezYXJctdCSkdJs"",""type"":""tool_result"",'",,
emergent-misalignment-13b1-claude,emergent-misalignment-13b1-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,187,187,0,187,7,0,False,False,,,claude:user_block:document:7
emergent-misalignment-13b1-claude,emergent-misalignment-13b1-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,655,654,1,654,0,0,False,False,"line 13: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01R7yaqbZM2DBpgQFLTPUWwp"",""type"":""message"",""role"":""as'",,
emergent-misalignment-claude,emergent-misalignment-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,80,80,0,80,0,0,False,False,,,
emergent-misalignment-claude,emergent-misalignment-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,132,132,0,132,0,0,False,False,,,
emergent_adversarial_prompt_in_20260728_195215_54394617,emergent_adversarial_prompt_in_20260728_195215_54394617::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,3,3,0,3,0,0,False,False,,,
emergent_collective_intelligen_20260729_001254_501032ff,emergent_collective_intelligen_20260729_001254_501032ff::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,2,0,2,0,0,0,True,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Please set an Auth method in your /tmp/.gemini/settings.json or specify one of the following environment variables befor',,
emergent_robustness_to_adversa_20260307_082630_b330f08b,emergent_robustness_to_adversa_20260307_082630_b330f08b::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,151,151,0,151,0,0,False,False,,,
emergent_robustness_to_adversa_20260307_082630_b330f08b,emergent_robustness_to_adversa_20260307_082630_b330f08b::claude,claude,execution,logs/execution_claude_transcript.jsonl,159,159,0,159,0,0,False,False,,,
error-extrapolation-1820-claude,error-extrapolation-1820-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,44,44,0,38,0,0,False,False,,,
error-extrapolation-1820-claude,error-extrapolation-1820-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,371,371,0,342,0,0,False,False,,,
error-extrapolation-6a30-codex,error-extrapolation-6a30-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,352,350,2,341,4,0,False,False,line 1: 'Reading prompt from stdin...' || line 57: '2026-06-16T14:15:15.390080Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;',,codex:item:web_search:4
error-extrapolation-6a30-codex,error-extrapolation-6a30-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,243,242,1,233,0,0,False,False,line 1: 'Reading prompt from stdin...',,
error-extrapolation-d0c9-gemini,error-extrapolation-d0c9-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,494,145,349,145,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
error-extrapolation-d0c9-gemini,error-extrapolation-d0c9-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,282,163,119,163,0,0,False,False,line 1: 'Warning: 256-color support not detected. Using a terminal with at least 256-color support is recommended for a better vi' || line 2: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
error-propagation-proof-4a91-claude,error-propagation-proof-4a91-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,232,232,0,232,8,0,False,False,,,claude:user_block:document:8
error-propagation-proof-4a91-claude,error-propagation-proof-4a91-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,84,84,0,84,0,0,False,False,,,
evolved-desire-llms-claude,evolved-desire-llms-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,507,507,0,507,0,0,False,False,,,
evolved-desire-llms-claude,evolved-desire-llms-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,184,183,1,183,0,0,False,False,"line 164: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_017BakCD9BiQP7dKQTo3PKpd"",""type"":""tool_result"",'",,
evolved-desire-llms-codex,evolved-desire-llms-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,126,125,1,124,0,0,False,False,line 1: 'Reading prompt from stdin...',,
evolved-desire-llms-codex,evolved-desire-llms-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,173,172,1,171,0,0,False,False,line 1: 'Reading prompt from stdin...',,
evolved-desire-llms-gemini,evolved-desire-llms-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,114,99,15,99,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: '[ERROR] [IDEClient] Directory mismatch. Gemini CLI is running in a different location than the open workspace in the IDE',,
evolved-desire-llms-gemini,evolved-desire-llms-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,317,182,135,182,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: '[ERROR] [IDEClient] Directory mismatch. Gemini CLI is running in a different location than the open workspace in the IDE',,
evolving-forecasters-claude,evolving-forecasters-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,357,357,0,357,0,0,False,False,,,
evolving-forecasters-claude,evolving-forecasters-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,121,121,0,121,0,0,False,False,,,
factoring-friendly-assist-claude,factoring-friendly-assist-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,322,322,0,322,5,0,False,False,,,claude:user_block:document:5
factoring-friendly-assist-claude,factoring-friendly-assist-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,130,130,0,130,0,0,False,False,,,
factorio-social-ai-claude,factorio-social-ai-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,373,373,0,373,10,0,False,False,,,claude:user_block:document:10
factorio-social-ai-claude,factorio-social-ai-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,114,111,3,111,0,0,False,False,"line 102: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_0159sCL8cVinCYK3HGaXGf9n"",""type"":""message"",""role"":""as' || line 108: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01N8dFEJ3n1E5Wq5viTWjcHN"",""type"":""message"",""role"":""as' || line 109: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_01UmMMbD7RfEFsafxaJ9JcCT"",""type"":""tool_result"",'",,
fairness-llm-calibration-0618-claude,fairness-llm-calibration-0618-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,211,211,0,211,0,0,False,False,,,
fairness-llm-calibration-0618-claude,fairness-llm-calibration-0618-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,163,163,0,163,0,0,False,False,,,
false-memories-llm-claude,false-memories-llm-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,522,521,1,521,0,0,False,False,"line 444: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_014ddNCLq2qMRya77DdaKHWk"",""type"":""tool_result"",'",,
false-memories-llm-claude,false-memories-llm-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,107,104,3,104,0,0,False,False,"line 82: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_012sNfXxJ2mYx5wtwwVVkDeU"",""type"":""message"",""role"":""as' || line 88: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01B4CUkcSAc69AmE2t89D6DG"",""type"":""message"",""role"":""as' || line 89: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_01N5APaucpDgy3xfBjyL2QHi"",""type"":""tool_result"",'",,
find-vars-nlp-claude,find-vars-nlp-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,719,719,0,719,9,0,False,False,,,claude:user_block:document:9
find-vars-nlp-claude,find-vars-nlp-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,187,187,0,187,0,0,False,False,,,
finetune-saturation-claude,finetune-saturation-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,328,328,0,328,7,0,False,False,,,claude:user_block:document:7
finetune-saturation-claude,finetune-saturation-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,196,196,0,196,0,0,False,False,,,
finetuning-proof-datasets-claude,finetuning-proof-datasets-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,396,396,0,396,1,0,False,False,,,claude:user_block:document:1
finetuning-proof-datasets-claude,finetuning-proof-datasets-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,232,232,0,232,0,0,False,False,,,
fix-lazy-llms-claude,fix-lazy-llms-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,150,150,0,150,7,0,False,False,,,claude:user_block:document:7
fix-lazy-llms-claude,fix-lazy-llms-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,147,147,0,147,0,0,False,False,,,
fix-lazy-llms-codex,fix-lazy-llms-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,160,159,1,159,15,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:15
fix-lazy-llms-codex,fix-lazy-llms-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,180,179,1,178,0,0,False,False,line 1: 'Reading prompt from stdin...',,
fix-lazy-llms-f21e-claude,fix-lazy-llms-f21e-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,301,301,0,301,0,0,False,False,,,
fix-lazy-llms-f21e-claude,fix-lazy-llms-f21e-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,255,252,3,252,0,0,False,False,"line 229: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_0145b7HQUSKq1wENhBjDJvzv"",""type"":""message"",""role"":""as' || line 235: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_012KaAqkbAJgKgsQhZLQYPDC"",""type"":""message"",""role"":""as' || line 236: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_0194opsgVgQmTbL8QopL4RVn"",""type"":""tool_result"",'",,
fix-lazy-llms-gemini,fix-lazy-llms-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,170,91,79,91,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
fix-lazy-llms-gemini,fix-lazy-llms-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,458,441,17,441,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
fix-user-intent-nlp-claude,fix-user-intent-nlp-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,236,236,0,236,6,0,False,False,,,claude:user_block:document:6
fix-user-intent-nlp-claude,fix-user-intent-nlp-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,214,211,3,211,0,0,False,False,"line 199: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01DEdsNo6jdyw7v7m4Sujq6C"",""type"":""message"",""role"":""as' || line 205: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01Qepjvr14S1iL7ARmpRpD5U"",""type"":""message"",""role"":""as' || line 206: '{""type"":""user"",""message"":{""role"":""user"",""content"":[{""tool_use_id"":""toolu_013Vuq3nfDDZmvD13YYLRsg5"",""type"":""tool_result"",'",,
fix-user-intent-nlp-codex,fix-user-intent-nlp-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,261,260,1,246,14,0,False,False,line 1: 'Reading prompt from stdin...',,codex:item:web_search:14
fix-user-intent-nlp-codex,fix-user-intent-nlp-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,181,180,1,179,0,0,False,False,line 1: 'Reading prompt from stdin...',,
fixed-points-of-ai-revision-a756,fixed-points-of-ai-revision-a756::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,277,277,0,253,2,0,False,False,,,claude:user_block:document:2
fixed-points-of-ai-revision-a756,fixed-points-of-ai-revision-a756::claude,claude,execution,logs/execution_claude_transcript.jsonl,164,164,0,147,0,0,False,False,,,
fixed-points-of-ai-revision-a756,fixed-points-of-ai-revision-a756::claude,claude,paper_writer,logs/paper_writer_claude_transcript.jsonl,100,100,0,92,0,0,False,False,,,
fixing-user-intent-gemini,fixing-user-intent-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,310,203,107,203,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
fixing-user-intent-gemini,fixing-user-intent-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,462,453,9,453,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Loaded cached credentials.' || line 3: 'YOLO mode is enabled. All tool calls will be automatically approved.',,
french-model-count-debc-claude,french-model-count-debc-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,294,294,0,294,0,0,False,False,,,
french-model-count-debc-claude,french-model-count-debc-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,127,126,1,126,0,0,False,False,"line 22: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01AZf74kRCRbSuahXFBmKoDS"",""type"":""message"",""role"":""as'",,
french-model-counting-9f9d-codex,french-model-counting-9f9d-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,85,83,2,82,1,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Refusing to create helper binaries under temporary dir ""/tmp""' || line 2: 'Reading prompt from stdin...'",,codex:item:web_search:1
french-model-counting-9f9d-codex,french-model-counting-9f9d-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,122,120,2,119,1,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Refusing to create helper binaries under temporary dir ""/tmp""' || line 2: 'Reading prompt from stdin...'",,codex:item:web_search:1
french-model-counting-ae53-claude,french-model-counting-ae53-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,259,257,2,257,3,0,False,False,line 84: '⚠️  [BashTool] Pre-flight check is taking longer than expected. Run with ANTHROPIC_LOG=debug to check for failed or slow' || line 230: '⚠️  [BashTool] Pre-flight check is taking longer than expected. Run with ANTHROPIC_LOG=debug to check for failed or slow',,claude:user_block:document:3
french-model-counting-ae53-claude,french-model-counting-ae53-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,165,164,1,164,0,0,False,False,"line 12: '{""type"":""assistant"",""message"":{""model"":""claude-opus-4-6"",""id"":""msg_01L8seUNkNHGSPcwTYCyn4CH"",""type"":""message"",""role"":""as'",,
function-vectors-nlp-2537-codex,function-vectors-nlp-2537-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,90,87,3,85,2,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...' || line 25: '2026-03-29T23:41:22.965106Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;'",,codex:item:web_search:2
function-vectors-nlp-2537-codex,function-vectors-nlp-2537-codex::codex,codex,execution,logs/execution_codex_transcript.jsonl,133,131,2,128,0,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...'",,
function-vectors-nlp-299e-gemini,function-vectors-nlp-299e-gemini::gemini,gemini,resource_finder,logs/resource_finder_gemini_transcript.jsonl,328,180,148,180,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Keychain initialization encountered an error: libsecret-1.so.0: cannot open shared object file: No such file or director' || line 3: 'Using FileKeychain fallback for secure storage.',,
function-vectors-nlp-299e-gemini,function-vectors-nlp-299e-gemini::gemini,gemini,execution,logs/execution_gemini_transcript.jsonl,3786,100,3686,100,0,0,False,False,line 1: 'YOLO mode is enabled. All tool calls will be automatically approved.' || line 2: 'Keychain initialization encountered an error: libsecret-1.so.0: cannot open shared object file: No such file or director' || line 3: 'Using FileKeychain fallback for secure storage.',,
function-vectors-nlp-d7c3-claude,function-vectors-nlp-d7c3-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,340,340,0,340,1,0,False,False,,,claude:user_block:document:1
function-vectors-nlp-d7c3-claude,function-vectors-nlp-d7c3-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,277,277,0,277,0,0,False,False,,,
gatekeeping-signaling-f85b-claude,gatekeeping-signaling-f85b-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,479,479,0,447,12,0,False,False,,,claude:user_block:document:12
gatekeeping-signaling-f85b-claude,gatekeeping-signaling-f85b-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,126,126,0,115,0,0,False,False,,,
generalization-refusal-f437-claude,generalization-refusal-f437-claude::claude,claude,resource_finder,logs/resource_finder_claude_transcript.jsonl,312,312,0,312,0,0,False,False,,,
generalization-refusal-f437-claude,generalization-refusal-f437-claude::claude,claude,execution,logs/execution_claude_transcript.jsonl,471,471,0,471,0,0,False,False,,,
generalization-refusal-f96b-codex,generalization-refusal-f96b-codex::codex,codex,resource_finder,logs/resource_finder_codex_transcript.jsonl,241,236,5,229,0,0,False,False,"line 1: 'WARNING: proceeding, even though we could not update PATH: Operation not permitted (os error 1)' || line 2: 'Reading prompt from stdin...' || line 41: '2026-04-13T02:16:30.853743Z ERROR codex_core::tools::router: error=write_stdin failed: stdin is closed for this session;'",,
