trajectory_id,repository_id,provider,n_transcripts,n_empty_transcripts,n_read_failed_transcripts,n_raw_records,n_non_json_lines,n_unknown_structures,n_parse_exceptions,n_canonical_events,event_expansion_ratio,n_message,n_tool_call,n_tool_result,n_artifact_change,n_error,n_status,n_other,stages
humor-recognition-llm-gemini::gemini,humor-recognition-llm-gemini,gemini,2,0,0,391,15,0,0,391,1.0,185,101,101,0,0,4,0,resource_finder|execution
icl-finetune-gap-0331-claude::claude,icl-finetune-gap-0331-claude,claude,2,0,0,1246,0,0,0,1169,0.9382022471910112,97,155,143,0,12,762,0,resource_finder|execution
icl-finetune-scale-398c-codex::codex,icl-finetune-scale-398c-codex,codex,2,0,0,545,3,19,0,507,0.9302752293577982,144,155,152,17,3,17,19,resource_finder|execution
incontext-if-then-2dae-claude::claude,incontext-if-then-2dae-claude,claude,2,0,0,636,1,0,0,636,1.0,46,214,183,0,32,161,0,resource_finder|execution
incontext-if-then-31c6-codex::codex,incontext-if-then-31c6-codex,codex,2,0,0,189,4,0,0,189,1.0,46,67,57,3,10,6,0,resource_finder|execution
inctx-if-then-capacity-6ce0-gemini::gemini,inctx-if-then-capacity-6ce0-gemini,gemini,2,0,0,350,154,0,0,350,1.0,176,85,85,0,0,4,0,resource_finder|execution
inctx-if-then-capacity-claude::claude,inctx-if-then-capacity-claude,claude,2,0,0,279,0,6,0,279,1.0,57,96,88,0,8,24,6,resource_finder|execution
induction-head-leakage-36ef-gemini::gemini,induction-head-leakage-36ef-gemini,gemini,2,0,0,403,5,0,0,403,1.0,247,76,75,0,1,4,0,resource_finder|execution
induction-head-leakage-8afa-codex::codex,induction-head-leakage-8afa-codex,codex,2,0,0,250,9,0,0,240,0.96,37,93,84,8,8,10,0,resource_finder|execution
induction-head-leakage-9a37-claude::claude,induction-head-leakage-9a37-claude,claude,2,0,0,931,0,0,0,931,1.0,106,346,330,0,16,133,0,resource_finder|execution
info-in-out-genai-claude::claude,info-in-out-genai-claude,claude,2,0,0,609,13,3,0,609,1.0,50,207,172,0,35,142,3,resource_finder|execution
instruct-story-mix-claude::claude,instruct-story-mix-claude,claude,2,0,0,636,0,2,0,636,1.0,73,205,192,0,13,151,2,resource_finder|execution
interp-incongruent-3e42-gemini::gemini,interp-incongruent-3e42-gemini,gemini,2,0,0,392,5,0,0,392,1.0,246,71,71,0,0,4,0,resource_finder|execution
interp-incongruent-48af-claude::claude,interp-incongruent-48af-claude,claude,2,0,0,567,0,0,0,567,1.0,51,193,173,0,20,130,0,resource_finder|execution
interp-incongruent-79b3-codex::codex,interp-incongruent-79b3-codex,codex,2,0,0,401,7,6,0,382,0.9526184538653366,58,148,143,11,5,11,6,resource_finder|execution
invertible-lm-output-claude::claude,invertible-lm-output-claude,claude,2,0,0,796,1,0,0,796,1.0,41,268,242,0,27,218,0,resource_finder|execution
isolate-knowledge-updates-claude::claude,isolate-knowledge-updates-claude,claude,2,0,0,325,0,7,0,325,1.0,58,125,112,0,13,10,7,resource_finder|execution
isolate-knowledge-updates-codex::codex,isolate-knowledge-updates-codex,codex,2,0,0,369,2,23,0,368,0.997289972899729,136,97,87,5,10,10,23,resource_finder|execution
isolate-knowledge-updates-f3cd-claude::claude,isolate-knowledge-updates-f3cd-claude,claude,2,0,0,401,0,12,0,401,1.0,59,160,148,0,12,10,12,resource_finder|execution
isolate-knowledge-updates-gemini::gemini,isolate-knowledge-updates-gemini,gemini,2,0,0,1011,64,0,0,1011,1.0,663,172,169,0,3,4,0,resource_finder|execution
jacobson-commutativity-3-36c0-codex::codex,jacobson-commutativity-3-36c0-codex,codex,2,0,0,412,3,35,0,363,0.8810679611650486,31,135,121,12,14,15,35,resource_finder|execution
keep-base-models-claude::claude,keep-base-models-claude,claude,2,0,0,959,1,0,0,959,1.0,90,311,294,0,18,246,0,resource_finder|execution
latent-visual-reasoning-claude::claude,latent-visual-reasoning-claude,claude,2,2,0,0,65,0,0,0,,0,0,0,0,0,0,0,resource_finder|execution
latent-visual-reasoning-codex::codex,latent-visual-reasoning-codex,codex,2,0,0,312,2,1,0,310,0.9935897435897436,100,95,86,4,9,15,1,resource_finder|execution
latent-visual-reasoning-gemini::gemini,latent-visual-reasoning-gemini,gemini,2,0,0,724,96,0,0,724,1.0,438,142,141,0,1,2,0,resource_finder|execution
layer-wise-probing-llm-dcd0-claude::claude,layer-wise-probing-llm-dcd0-claude,claude,2,0,0,944,1,0,0,944,1.0,96,399,363,0,35,51,0,resource_finder|execution
layer-wise-probing-llm-ece7-codex::codex,layer-wise-probing-llm-ece7-codex,codex,2,0,0,398,2,0,0,398,1.0,174,108,100,2,8,6,0,resource_finder|execution
layernorm-concept-assoc-65c1-codex::codex,layernorm-concept-assoc-65c1-codex,codex,2,0,0,398,7,12,0,373,0.9371859296482412,53,142,131,11,11,13,12,resource_finder|execution
layernorm-concept-assoc-8ff1-gemini::gemini,layernorm-concept-assoc-8ff1-gemini,gemini,2,0,0,163,8,0,0,163,1.0,55,52,51,0,1,4,0,resource_finder|execution
layernorm-concept-assoc-dbdc-claude::claude,layernorm-concept-assoc-dbdc-claude,claude,2,0,0,932,0,16,0,844,0.9055793991416309,61,325,317,0,8,117,16,resource_finder|execution
leading-personas-nlp-claude::claude,leading-personas-nlp-claude,claude,2,0,0,784,45,11,0,784,1.0,80,260,218,0,40,175,11,resource_finder|execution
less-ai-sounding-claude::claude,less-ai-sounding-claude,claude,2,0,0,739,0,0,0,739,1.0,52,243,232,0,11,201,0,resource_finder|execution
live-salmon-ai-test-19cc-claude::claude,live-salmon-ai-test-19cc-claude,claude,2,0,0,355,1,10,0,355,1.0,54,125,118,0,6,42,10,resource_finder|execution
live-salmon-ai-test-4361-gemini::gemini,live-salmon-ai-test-4361-gemini,gemini,2,0,0,186,500,0,0,186,1.0,91,45,46,0,0,4,0,resource_finder|execution
live-salmon-ai-test-7d56-codex::codex,live-salmon-ai-test-7d56-codex,codex,2,0,0,279,5,3,0,274,0.982078853046595,46,106,98,4,7,10,3,resource_finder|execution
llm-behavior-constraints-claude::claude,llm-behavior-constraints-claude,claude,2,2,0,0,62,0,0,0,,0,0,0,0,0,0,0,resource_finder|execution
llm-blindspot-priorities-60de-claude::claude,llm-blindspot-priorities-60de-claude,claude,2,0,0,748,0,0,0,690,0.9224598930481284,75,111,106,0,5,393,0,resource_finder|execution
llm-bullying-analysis-9159-claude::claude,llm-bullying-analysis-9159-claude,claude,2,0,0,480,0,6,0,480,1.0,67,162,157,0,5,83,6,resource_finder|execution
llm-bullying-analysis-9ffe-gemini::gemini,llm-bullying-analysis-9ffe-gemini,gemini,2,0,0,260,68,0,0,260,1.0,132,62,62,0,0,4,0,resource_finder|execution
llm-bullying-analysis-claude::claude,llm-bullying-analysis-claude,claude,2,0,0,605,0,0,0,605,1.0,73,191,187,0,4,150,0,resource_finder|execution
llm-bullying-detection-e4d9-codex::codex,llm-bullying-detection-e4d9-codex,codex,2,0,0,302,5,0,0,295,0.9768211920529801,52,115,103,7,12,6,0,resource_finder|execution
llm-complex-patterns-claude::claude,llm-complex-patterns-claude,claude,2,0,0,379,3,9,0,379,1.0,55,130,125,0,6,54,9,resource_finder|execution
llm-consciousness-info-claude::claude,llm-consciousness-info-claude,claude,2,0,0,273,0,4,0,273,1.0,46,97,90,0,7,29,4,resource_finder|execution
llm-coverage-efficiency-claude::claude,llm-coverage-efficiency-claude,claude,2,0,0,883,0,1,0,883,1.0,78,291,236,0,55,222,1,resource_finder|execution
llm-death-thoughts-89b7-codex::codex,llm-death-thoughts-89b7-codex,codex,2,0,0,383,3,9,0,359,0.9373368146214099,49,138,127,13,11,12,9,resource_finder|execution
llm-death-thoughts-b7a5-claude::claude,llm-death-thoughts-b7a5-claude,claude,2,0,0,529,0,11,0,508,0.9603024574669187,52,191,186,0,5,63,11,resource_finder|execution
llm-death-thoughts-cdac-gemini::gemini,llm-death-thoughts-cdac-gemini,gemini,2,0,0,222,8,0,0,222,1.0,38,90,90,0,0,4,0,resource_finder|execution
llm-epistemic-belief-claude::claude,llm-epistemic-belief-claude,claude,2,2,0,0,81,0,0,0,,0,0,0,0,0,0,0,resource_finder|execution
llm-epistemic-beliefs-79a0-claude::claude,llm-epistemic-beliefs-79a0-claude,claude,2,0,0,412,4,5,0,412,1.0,79,154,147,0,9,18,5,resource_finder|execution
llm-fallacy-detection-4626-claude::claude,llm-fallacy-detection-4626-claude,claude,2,0,0,448,12,5,0,448,1.0,62,137,130,0,8,106,5,resource_finder|execution
llm-forecasting-3be2-codex::codex,llm-forecasting-3be2-codex,codex,2,0,0,285,5,6,0,271,0.9508771929824561,38,106,102,7,4,8,6,resource_finder|execution
llm-forecasting-cd55-claude::claude,llm-forecasting-cd55-claude,claude,2,0,0,809,0,11,0,732,0.9048207663782447,89,266,260,0,6,100,11,resource_finder|execution
llm-forecasting-ea39-gemini::gemini,llm-forecasting-ea39-gemini,gemini,2,0,0,239,11,0,0,239,1.0,37,99,96,0,3,4,0,resource_finder|execution
llm-forget-better-claude::claude,llm-forget-better-claude,claude,2,0,0,575,0,0,0,575,1.0,69,140,133,0,7,226,0,resource_finder|execution
llm-human-vs-llm-54c9-claude::claude,llm-human-vs-llm-54c9-claude,claude,2,0,0,275,0,0,0,275,1.0,45,113,104,0,9,4,0,resource_finder|execution
llm-human-vs-llm-fa51-claude::claude,llm-human-vs-llm-fa51-claude,claude,2,0,0,303,4,9,0,303,1.0,59,113,107,0,8,7,9,resource_finder|execution
llm-human-vs-llm-ffea-gemini::gemini,llm-human-vs-llm-ffea-gemini,gemini,2,0,0,200,19,0,0,200,1.0,97,51,47,0,2,3,0,resource_finder|execution
llm-intrusive-thoughts-claude::claude,llm-intrusive-thoughts-claude,claude,2,0,0,638,0,9,0,638,1.0,84,204,194,0,10,137,9,resource_finder|execution
llm-judgment-effect-fa08-gemini::gemini,llm-judgment-effect-fa08-gemini,gemini,2,0,0,206,12,0,0,206,1.0,40,81,81,0,0,4,0,resource_finder|execution
llm-judgment-impact-7e69-codex::codex,llm-judgment-impact-7e69-codex,codex,2,0,0,272,4,8,0,249,0.9154411764705882,41,89,82,14,7,8,8,resource_finder|execution
llm-judgment-impact-9fb4-claude::claude,llm-judgment-impact-9fb4-claude,claude,2,0,0,535,0,7,0,498,0.930841121495327,45,182,176,0,6,82,7,resource_finder|execution
llm-keeping-secrets-claude::claude,llm-keeping-secrets-claude,claude,2,0,0,615,1,0,0,615,1.0,43,203,193,0,11,165,0,resource_finder|execution
llm-keeping-secrets-gemini::gemini,llm-keeping-secrets-gemini,gemini,2,0,0,388,143,0,0,388,1.0,188,98,97,0,1,4,0,resource_finder|execution
llm-linguistic-eval-62f9-gemini::claude,llm-linguistic-eval-62f9-gemini,claude,2,0,0,253,0,0,0,253,1.0,49,100,95,0,6,3,0,resource_finder|execution
llm-linguistic-eval-62f9-gemini::gemini,llm-linguistic-eval-62f9-gemini,gemini,2,0,0,111,8,0,0,111,1.0,52,27,28,0,0,4,0,resource_finder|execution
llm-linguistic-eval-bb29-claude::claude,llm-linguistic-eval-bb29-claude,claude,2,0,0,284,2,0,0,284,1.0,47,115,107,0,8,7,0,resource_finder|execution
llm-linguistic-eval-dad4-claude::claude,llm-linguistic-eval-dad4-claude,claude,2,0,0,415,3,10,0,415,1.0,83,153,139,0,15,15,10,resource_finder|execution
llm-loopholes-research-1dc8-gemini::gemini,llm-loopholes-research-1dc8-gemini,gemini,2,0,0,155,10,0,0,155,1.0,33,59,58,0,1,4,0,resource_finder|execution
llm-loopholes-research-570f-claude::claude,llm-loopholes-research-570f-claude,claude,2,0,0,864,0,8,0,774,0.8958333333333334,87,294,286,0,8,91,8,resource_finder|execution
llm-loopholes-research-9e63-codex::codex,llm-loopholes-research-9e63-codex,codex,2,0,0,434,5,7,0,413,0.9516129032258065,48,169,164,14,5,6,7,resource_finder|execution
llm-multi-person-id-1096-claude::claude,llm-multi-person-id-1096-claude,claude,2,0,0,1327,0,0,0,1230,0.9269027882441597,110,191,183,0,8,738,0,resource_finder|execution
llm-multi-person-id-f00b-codex::codex,llm-multi-person-id-f00b-codex,codex,2,0,0,456,3,8,0,439,0.9627192982456141,111,150,141,8,9,12,8,resource_finder|execution
llm-nonsense-commands-claude::claude,llm-nonsense-commands-claude,claude,2,0,0,513,0,8,0,513,1.0,49,163,152,0,11,130,8,resource_finder|execution
llm-nonsense-commands-codex::codex,llm-nonsense-commands-codex,codex,2,0,0,356,2,0,0,354,0.9943820224719101,128,94,75,23,19,15,0,resource_finder|execution
llm-nonsense-commands-gemini::gemini,llm-nonsense-commands-gemini,gemini,2,0,0,424,31,0,0,424,1.0,180,120,118,0,2,4,0,resource_finder|execution
llm-offense-analysis-claude::claude,llm-offense-analysis-claude,claude,2,0,0,767,0,1,0,767,1.0,83,238,229,0,9,207,1,resource_finder|execution
llm-one-pass-ordering-claude::claude,llm-one-pass-ordering-claude,claude,2,0,0,365,0,7,0,365,1.0,62,116,114,0,2,64,7,resource_finder|execution
llm-output-length-claude::claude,llm-output-length-claude,claude,2,0,0,336,0,11,0,336,1.0,55,131,123,0,8,8,11,resource_finder|execution
llm-output-length-codex::codex,llm-output-length-codex,codex,2,0,0,329,2,18,0,329,1.0,117,92,82,4,10,6,18,resource_finder|execution
llm-output-length-gemini::gemini,llm-output-length-gemini,gemini,2,0,0,257,349,0,0,257,1.0,135,59,59,0,0,4,0,resource_finder|execution
llm-pain-analysis-694e-codex::codex,llm-pain-analysis-694e-codex,codex,2,0,0,242,4,0,0,242,1.0,37,96,92,7,4,6,0,resource_finder|execution
llm-pain-analysis-89e0-gemini::gemini,llm-pain-analysis-89e0-gemini,gemini,2,0,0,599,772,0,0,599,1.0,309,143,143,0,0,4,0,resource_finder|execution
llm-pain-analysis-claude::claude,llm-pain-analysis-claude,claude,2,0,0,371,0,9,0,371,1.0,76,130,122,0,8,26,9,resource_finder|execution
llm-pain-analysis-eb23-claude::claude,llm-pain-analysis-eb23-claude,claude,2,0,0,668,0,0,0,668,1.0,68,223,209,0,14,154,0,resource_finder|execution
llm-persona-dislike-c0d6-codex::codex,llm-persona-dislike-c0d6-codex,codex,2,0,0,295,6,6,0,278,0.9423728813559322,34,110,106,10,3,9,6,resource_finder|execution
llm-persona-dislike-e5f8-gemini::gemini,llm-persona-dislike-e5f8-gemini,gemini,2,0,0,258,12,0,0,258,1.0,40,107,105,0,2,4,0,resource_finder|execution
llm-pragmatic-sensitivity-216e-claude::claude,llm-pragmatic-sensitivity-216e-claude,claude,2,0,0,884,3,12,0,884,1.0,62,398,368,0,31,13,12,resource_finder|execution
llm-priming-sidechan-claude::claude,llm-priming-sidechan-claude,claude,2,0,0,609,0,0,0,609,1.0,70,206,172,0,34,127,0,resource_finder|execution
llm-proof-verification-4ab2-claude::claude,llm-proof-verification-4ab2-claude,claude,2,0,0,548,0,0,0,548,1.0,54,226,203,0,23,42,0,resource_finder|execution
llm-provocations-claude::claude,llm-provocations-claude,claude,2,0,0,539,3,0,0,539,1.0,58,188,179,0,10,104,0,resource_finder|execution
llm-reading-modes-30aa-gemini::gemini,llm-reading-modes-30aa-gemini,gemini,2,0,0,189,10,0,0,189,1.0,40,72,71,0,3,3,0,resource_finder|execution
llm-reading-modes-af09-codex::codex,llm-reading-modes-af09-codex,codex,2,0,0,359,5,7,0,338,0.9415041782729805,52,129,114,13,15,8,7,resource_finder|execution
llm-reading-modes-c01e-claude::claude,llm-reading-modes-c01e-claude,claude,2,0,0,956,0,4,0,928,0.9707112970711297,170,216,213,0,3,322,4,resource_finder|execution
llm-recommendation-impact-2d38-gemini::gemini,llm-recommendation-impact-2d38-gemini,gemini,2,0,0,513,14,0,0,513,1.0,293,108,107,0,1,4,0,resource_finder|execution
llm-recommender-efficacy-84bb-claude::claude,llm-recommender-efficacy-84bb-claude,claude,2,0,0,552,0,9,0,514,0.9311594202898551,29,211,207,0,4,54,9,resource_finder|execution
llm-similar-sounds-claude::claude,llm-similar-sounds-claude,claude,2,0,0,348,3,8,0,348,1.0,61,132,129,0,4,14,8,resource_finder|execution
llm-sleep-mechanism-18a0-codex::codex,llm-sleep-mechanism-18a0-codex,codex,2,0,0,443,3,9,0,416,0.9390519187358917,127,126,119,17,7,11,9,resource_finder|execution
llm-sleep-mechanism-95e3-gemini::gemini,llm-sleep-mechanism-95e3-gemini,gemini,2,0,0,192,10,0,0,192,1.0,45,71,72,0,0,4,0,resource_finder|execution
llm-sleep-mechanism-d0a6-claude::claude,llm-sleep-mechanism-d0a6-claude,claude,2,0,0,1169,0,0,0,1098,0.9392643284858854,78,127,120,0,7,766,0,resource_finder|execution
llm-standard-knowledge-9f5d-codex::codex,llm-standard-knowledge-9f5d-codex,codex,2,0,0,432,7,6,0,413,0.9560185185185185,68,160,149,12,11,7,6,resource_finder|execution
llm-standard-knowledge-c8f8-claude::claude,llm-standard-knowledge-c8f8-claude,claude,2,0,0,952,0,9,0,876,0.9201680672268907,70,351,342,0,9,95,9,resource_finder|execution
llm-standard-knowledge-e336-gemini::gemini,llm-standard-knowledge-e336-gemini,gemini,2,0,0,294,124,0,0,294,1.0,145,72,72,0,1,4,0,resource_finder|execution
llm-text-limitations-33a4-claude::claude,llm-text-limitations-33a4-claude,claude,2,0,0,538,0,5,0,538,1.0,103,194,187,0,7,42,5,resource_finder|execution
llm-text-limitations-claude::claude,llm-text-limitations-claude,claude,2,0,0,584,0,0,0,584,1.0,69,199,195,0,4,117,0,resource_finder|execution
llm-text-limitations-fe0a-codex::codex,llm-text-limitations-fe0a-codex,codex,2,0,0,467,6,4,0,445,0.9528907922912205,73,171,160,16,11,10,4,resource_finder|execution
llm-thankfulness-claude::claude,llm-thankfulness-claude,claude,2,0,0,428,3,0,0,428,1.0,53,118,110,0,9,138,0,resource_finder|execution
llm-tongue-twisters-claude::claude,llm-tongue-twisters-claude,claude,2,0,0,780,3,0,0,780,1.0,67,265,214,0,52,182,0,resource_finder|execution
llm-tool-selection-codex::codex,llm-tool-selection-codex,codex,2,0,0,678,2,23,0,678,1.0,219,210,196,10,14,6,23,resource_finder|execution
llm-vs-human-loopholes-028c-codex::codex,llm-vs-human-loopholes-028c-codex,codex,2,0,0,452,5,19,0,409,0.9048672566371682,57,148,142,22,6,15,19,resource_finder|execution
llm-vs-human-loopholes-0ca7-gemini::gemini,llm-vs-human-loopholes-0ca7-gemini,gemini,2,0,0,179,8,0,0,179,1.0,37,69,69,0,0,4,0,resource_finder|execution
llm-vs-human-loopholes-e858-claude::claude,llm-vs-human-loopholes-e858-claude,claude,2,0,0,666,0,5,0,622,0.933933933933934,80,206,200,0,6,125,5,resource_finder|execution
llm-washing-machine-claude::claude,llm-washing-machine-claude,claude,2,0,0,893,0,2,0,893,1.0,82,296,269,0,27,217,2,resource_finder|execution
llm-washing-machine-codex::codex,llm-washing-machine-codex,codex,2,0,0,386,2,29,0,357,0.9248704663212435,142,87,75,6,12,6,29,resource_finder|execution
llm-washing-machine-gemini::gemini,llm-washing-machine-gemini,gemini,2,0,0,637,509,0,0,637,1.0,403,115,109,0,7,3,0,resource_finder|execution
llm-zero-shot-entropy-claude::claude,llm-zero-shot-entropy-claude,claude,2,0,0,393,0,5,0,393,1.0,47,138,130,0,8,65,5,resource_finder|execution
llm_unspeakables_20260713_124114_33f1a14e::claude,llm_unspeakables_20260713_124114_33f1a14e,claude,2,0,0,1396,0,0,0,1315,0.9419770773638968,107,142,137,0,5,924,0,resource_finder|execution
llms-expose-science-claude::claude,llms-expose-science-claude,claude,2,2,0,0,61,0,0,0,,0,0,0,0,0,0,0,resource_finder|execution
llms-expose-science-codex::codex,llms-expose-science-codex,codex,2,0,0,438,2,1,0,435,0.9931506849315068,153,119,102,28,17,15,1,resource_finder|execution
llms-expose-science-gemini::gemini,llms-expose-science-gemini,gemini,2,0,0,270,29,0,0,270,1.0,115,75,73,0,3,4,0,resource_finder|execution
llms-keep-secrets-claude::claude,llms-keep-secrets-claude,claude,2,2,0,0,29,0,0,0,,0,0,0,0,0,0,0,resource_finder|execution
llms-keep-secrets-codex::codex,llms-keep-secrets-codex,codex,2,0,0,300,2,0,0,298,0.9933333333333333,95,91,79,7,12,14,0,resource_finder|execution
llms-know-answer-73ae-claude::claude,llms-know-answer-73ae-claude,claude,2,0,0,1492,0,0,0,1378,0.9235924932975871,213,278,270,0,8,609,0,resource_finder|execution
llms-know-answer-eef8-codex::codex,llms-know-answer-eef8-codex,codex,2,0,0,604,2,13,0,570,0.9437086092715232,132,197,195,20,2,11,13,resource_finder|execution
llms-recommendation-ef-d7dc-codex::codex,llms-recommendation-ef-d7dc-codex,codex,2,0,0,370,7,9,0,345,0.9324324324324325,46,133,129,15,4,9,9,resource_finder|execution
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4::claude,llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,claude,2,0,0,761,0,0,0,702,0.9224704336399474,69,104,100,0,4,425,0,resource_finder|execution
logit-lens-implicit-9a0d-claude::claude,logit-lens-implicit-9a0d-claude,claude,2,0,0,1117,0,5,0,1032,0.9239033124440466,99,155,148,0,7,618,5,resource_finder|execution
logit-lens-implicit-fbb4-codex::codex,logit-lens-implicit-fbb4-codex,codex,2,0,0,577,3,13,0,548,0.949740034662045,123,194,186,15,8,9,13,resource_finder|execution
logit-lens-limits-claude::claude,logit-lens-limits-claude,claude,2,0,0,417,0,9,0,417,1.0,74,98,92,0,6,138,9,resource_finder|execution
lying-style-nlp-0448-claude::claude,lying-style-nlp-0448-claude,claude,2,0,0,593,0,0,0,593,1.0,43,200,178,0,22,150,0,resource_finder|execution
lying-style-nlp-92c9-codex::codex,lying-style-nlp-92c9-codex,codex,2,0,0,207,4,1,0,206,0.9951690821256038,38,78,73,5,5,6,1,resource_finder|execution
lying-style-nlp-9950-gemini::codex,lying-style-nlp-9950-gemini,codex,2,0,0,273,5,0,0,272,0.9963369963369964,46,108,94,3,13,8,0,resource_finder|execution
lying-style-nlp-9950-gemini::gemini,lying-style-nlp-9950-gemini,gemini,2,0,0,281,56,1,0,281,1.0,144,66,66,0,0,4,1,resource_finder|execution
lying-style-nlp-claude::claude,lying-style-nlp-claude,claude,2,0,0,385,0,12,0,385,1.0,64,115,108,0,7,79,12,resource_finder|execution
many-shot-residual-geom-claude::claude,many-shot-residual-geom-claude,claude,2,0,0,335,0,6,0,335,1.0,60,86,81,0,5,97,6,resource_finder|execution
map-of-vibe-space-claude::claude,map-of-vibe-space-claude,claude,2,0,0,575,0,6,0,575,1.0,58,199,183,0,16,113,6,resource_finder|execution
math-align-invariant-9640-claude::claude,math-align-invariant-9640-claude,claude,2,0,0,498,0,0,0,498,1.0,50,183,158,0,25,82,0,resource_finder|execution
math-distillation-57a1-gemini::codex,math-distillation-57a1-gemini,codex,2,0,0,215,6,4,0,207,0.9627906976744186,29,82,71,4,11,6,4,resource_finder|execution
math-distillation-57a1-gemini::gemini,math-distillation-57a1-gemini,gemini,2,0,0,428,32,0,0,428,1.0,228,98,98,0,0,4,0,resource_finder|execution
math-distillation-c376-codex::codex,math-distillation-c376-codex,codex,2,0,0,236,5,4,0,226,0.9576271186440678,38,86,75,6,11,6,4,resource_finder|execution
math-distillation-d448-claude::claude,math-distillation-d448-claude,claude,2,0,0,586,0,9,0,586,1.0,63,189,174,0,15,136,9,resource_finder|execution
math-distillation-v2-0a91-claude::claude,math-distillation-v2-0a91-claude,claude,2,0,0,430,0,3,0,430,1.0,79,148,138,0,10,52,3,resource_finder|execution
math-distillation-v2-7cd5::codex,math-distillation-v2-7cd5,codex,2,0,0,234,12,0,0,232,0.9914529914529915,46,89,74,2,15,6,0,resource_finder|execution
mechanistic-llm-failures-4f06-claude::claude,mechanistic-llm-failures-4f06-claude,claude,2,0,0,364,0,1,0,364,1.0,69,140,127,0,13,14,1,resource_finder|execution
mechanistic-llm-failures-69ca-claude::claude,mechanistic-llm-failures-69ca-claude,claude,1,0,0,183,0,0,0,183,1.0,29,73,70,0,3,8,0,execution
mechanistic-llm-failures-eb40-codex::codex,mechanistic-llm-failures-eb40-codex,codex,2,0,0,356,4,0,0,356,1.0,157,95,81,3,14,6,0,resource_finder|execution
mechanistic-llm-tools-53ce-claude::claude,mechanistic-llm-tools-53ce-claude,claude,1,0,0,196,0,0,0,196,1.0,40,74,70,0,4,8,0,execution
mechanistic-llm-tools-claude::claude,mechanistic-llm-tools-claude,claude,2,0,0,263,0,6,0,263,1.0,41,106,101,0,5,4,6,resource_finder|execution
mechanistic-llm-tools-gemini::gemini,mechanistic-llm-tools-gemini,gemini,2,0,0,384,230,0,0,384,1.0,224,78,78,0,0,4,0,resource_finder|execution
misalignment-thresholds-151f-claude::claude,misalignment-thresholds-151f-claude,claude,2,0,0,220,0,9,0,220,1.0,38,80,76,0,4,13,9,resource_finder|execution
mistake-vs-persona-claude::claude,mistake-vs-persona-claude,claude,2,0,0,332,0,12,0,332,1.0,59,127,118,0,9,7,12,resource_finder|execution
mlp-hidden-state-1a8c-codex::codex,mlp-hidden-state-1a8c-codex,codex,2,0,0,348,5,7,0,324,0.9310344827586207,51,121,107,16,14,8,7,resource_finder|execution
mlp-hidden-state-2c11-gemini::gemini,mlp-hidden-state-2c11-gemini,gemini,2,0,0,267,6,0,0,267,1.0,151,56,56,0,0,4,0,resource_finder|execution
mlp-hidden-state-b821-claude::claude,mlp-hidden-state-b821-claude,claude,2,0,0,892,9,12,0,826,0.9260089686098655,105,251,243,0,8,207,12,resource_finder|execution
mlp-token-mapping-claude::claude,mlp-token-mapping-claude,claude,2,0,0,206,0,6,0,206,1.0,44,70,65,0,5,16,6,resource_finder|execution
model-character-limit-claude::claude,model-character-limit-claude,claude,2,0,0,729,2,0,0,729,1.0,60,248,220,0,26,175,0,resource_finder|execution
model-character-limit-codex::codex,model-character-limit-codex,codex,2,0,0,321,2,1,0,320,0.9968847352024922,105,98,84,9,14,9,1,resource_finder|execution
model-character-limit-gemini::gemini,model-character-limit-gemini,gemini,2,0,0,232,100,0,0,232,1.0,94,67,67,0,0,4,0,resource_finder|execution
model-count-french-94dd-gemini::gemini,model-count-french-94dd-gemini,gemini,2,0,0,406,274,0,0,406,1.0,204,99,99,0,0,4,0,resource_finder|execution
model-count-french-96cb-claude::claude,model-count-french-96cb-claude,claude,2,0,0,315,0,8,0,315,1.0,56,122,116,0,6,7,8,resource_finder|execution
model-count-french-claude::claude,model-count-french-claude,claude,2,0,0,501,0,7,0,501,1.0,52,168,161,0,7,106,7,resource_finder|execution
model-implicature-nlp-2b80-claude::claude,model-implicature-nlp-2b80-claude,claude,2,0,0,335,1,7,0,335,1.0,56,131,123,0,9,9,7,resource_finder|execution
monotonicity-bias-nlp-claude::claude,monotonicity-bias-nlp-claude,claude,2,0,0,384,0,1,0,384,1.0,43,135,133,0,2,70,1,resource_finder|execution
multi-agent-cot-conv-11e2-claude::claude,multi-agent-cot-conv-11e2-claude,claude,2,0,0,534,0,3,0,534,1.0,91,154,143,0,12,131,3,resource_finder|execution
multi-scale-nested-claude::claude,multi-scale-nested-claude,claude,2,0,0,231,24,0,0,231,1.0,27,100,95,0,5,4,0,resource_finder|execution
multi-scale-nested-gemini::gemini,multi-scale-nested-gemini,gemini,2,0,0,139,8,0,0,139,1.0,55,40,40,0,0,4,0,resource_finder|execution
multi-turn-regress-aaaa-codex::codex,multi-turn-regress-aaaa-codex,codex,2,0,0,476,4,16,0,460,0.9663865546218487,173,129,119,9,8,6,16,resource_finder|execution
multi-turn-regress-claude::claude,multi-turn-regress-claude,claude,2,0,0,676,0,0,0,676,1.0,77,223,204,0,19,153,0,resource_finder|execution
multi-turn-regress-d8b8-claude::claude,multi-turn-regress-d8b8-claude,claude,2,0,0,515,3,5,0,515,1.0,101,193,181,0,13,22,5,resource_finder|execution
